year,state,state_code,county,candidate,party,candidate_votes,total_votes
2012,Nevada,NV,Storey,Mitt Romney,republican,1321.0,2314
2012,Nevada,NV,Washoe,Barack Obama,democrat,95409.0,187855
2012,Nevada,NV,Washoe,Mitt Romney,republican,88453.0,187855
2012,Nevada,NV,White Pine,Barack Obama,democrat,983.0,3704
2012,Nevada,NV,White Pine,Mitt Romney,republican,2601.0,3704
2012,Nevada,NV,Carson City,Barack Obama,democrat,10291.0,23319
2012,Nevada,NV,Carson City,Mitt Romney,republican,12394.0,23319
2012,New Hampshire,NH,Belknap,Barack Obama,democrat,15890.0,33886
2012,New Hampshire,NH,Belknap,Mitt Romney,republican,17571.0,33886
2012,New Hampshire,NH,Carroll,Barack Obama,democrat,13977.0,28592
2012,New Hampshire,NH,Carroll,Mitt Romney,republican,14207.0,28592
2012,New Hampshire,NH,Cheshire,Barack Obama,democrat,25380.0,41363
2012,New Hampshire,NH,Cheshire,Mitt Romney,republican,15156.0,41363
2012,New Hampshire,NH,Coos,Barack Obama,democrat,9095.0,15702
2012,New Hampshire,NH,Coos,Mitt Romney,republican,6342.0,15702
2012,New Hampshire,NH,Grafton,Barack Obama,democrat,29826.0,49005
2012,New Hampshire,NH,Grafton,Mitt Romney,republican,18208.0,49005
2012,New Hampshire,NH,Hillsborough,Barack Obama,democrat,102303.0,205672
2012,New Hampshire,NH,Hillsborough,Mitt Romney,republican,99991.0,205672
2012,New Hampshire,NH,Merrimack,Barack Obama,democrat,44756.0,80498
2012,New Hampshire,NH,Merrimack,Mitt Romney,republican,34524.0,80498
2012,New Hampshire,NH,Rockingham,Barack Obama,democrat,80142.0,170419
2012,New Hampshire,NH,Rockingham,Mitt Romney,republican,87921.0,170419
2012,New Hampshire,NH,Strafford,Barack Obama,democrat,36026.0,63960
2012,New Hampshire,NH,Strafford,Mitt Romney,republican,26729.0,63960
2012,New Hampshire,NH,Sullivan,Barack Obama,democrat,12166.0,21834
2012,New Hampshire,NH,Sullivan,Mitt Romney,republican,9269.0,21834
2012,New Jersey,NJ,Atlantic,Barack Obama,democrat,65600.0,113179
2012,New Jersey,NJ,Atlantic,Mitt Romney,republican,46522.0,113179
2012,New Jersey,NJ,Bergen,Barack Obama,democrat,212754.0,385407
2012,New Jersey,NJ,Bergen,Mitt Romney,republican,169070.0,385407
2012,New Jersey,NJ,Burlington,Barack Obama,democrat,126377.0,215936
2012,New Jersey,NJ,Burlington,Mitt Romney,republican,87401.0,215936
2012,New Jersey,NJ,Camden,Barack Obama,democrat,153682.0,225428
2012,New Jersey,NJ,Camden,Mitt Romney,republican,69476.0,225428
2012,New Jersey,NJ,Cape May,Barack Obama,democrat,21657.0,47931
2012,New Jersey,NJ,Cape May,Mitt Romney,republican,25781.0,47931
2012,New Jersey,NJ,Cumberland,Barack Obama,democrat,34055.0,55292
2012,New Jersey,NJ,Cumberland,Mitt Romney,republican,20658.0,55292
2012,New Jersey,NJ,Essex,Barack Obama,democrat,236618.0,303019
2012,New Jersey,NJ,Essex,Mitt Romney,republican,64406.0,303019
2012,New Jersey,NJ,Gloucester,Barack Obama,democrat,74013.0,135186
2012,New Jersey,NJ,Gloucester,Mitt Romney,republican,59456.0,135186
2012,New Jersey,NJ,Hudson,Barack Obama,democrat,153108.0,197504
2012,New Jersey,NJ,Hudson,Mitt Romney,republican,42369.0,197504
2012,New Jersey,NJ,Hunterdon,Barack Obama,democrat,26876.0,66494
2012,New Jersey,NJ,Hunterdon,Mitt Romney,republican,38687.0,66494
2012,New Jersey,NJ,Mercer,Barack Obama,democrat,104377.0,153511
2012,New Jersey,NJ,Mercer,Mitt Romney,republican,47355.0,153511
2012,New Jersey,NJ,Middlesex,Barack Obama,democrat,190555.0,301315
2012,New Jersey,NJ,Middlesex,Mitt Romney,republican,107310.0,301315
2012,New Jersey,NJ,Monmouth,Barack Obama,democrat,133145.0,283978
2012,New Jersey,NJ,Monmouth,Mitt Romney,republican,147513.0,283978
2012,New Jersey,NJ,Morris,Barack Obama,democrat,100146.0,227392
2012,New Jersey,NJ,Morris,Mitt Romney,republican,124947.0,227392
2012,New Jersey,NJ,Ocean,Barack Obama,democrat,102300.0,251275
2012,New Jersey,NJ,Ocean,Mitt Romney,republican,146474.0,251275
2012,New Jersey,NJ,Passaic,Barack Obama,democrat,115926.0,181988
2012,New Jersey,NJ,Passaic,Mitt Romney,republican,64523.0,181988
2012,New Jersey,NJ,Salem,Barack Obama,democrat,14719.0,29501
2012,New Jersey,NJ,Salem,Mitt Romney,republican,14334.0,29501
2012,New Jersey,NJ,Somerset,Barack Obama,democrat,74592.0,142922
2012,New Jersey,NJ,Somerset,Mitt Romney,republican,66603.0,142922
2012,New Jersey,NJ,Sussex,Barack Obama,democrat,26104.0,67933
2012,New Jersey,NJ,Sussex,Mitt Romney,republican,40625.0,67933
2012,New Jersey,NJ,Union,Barack Obama,democrat,139752.0,209831
2012,New Jersey,NJ,Union,Mitt Romney,republican,68314.0,209831
2012,New Jersey,NJ,Warren,Barack Obama,democrat,18745.0,45270
2012,New Jersey,NJ,Warren,Mitt Romney,republican,25744.0,45270
2012,New Mexico,NM,Bernalillo,Barack Obama,democrat,150739.0,270969
2012,New Mexico,NM,Bernalillo,Mitt Romney,republican,106408.0,270969
2012,New Mexico,NM,Catron,Barack Obama,democrat,560.0,2123
2012,New Mexico,NM,Catron,Mitt Romney,republican,1494.0,2123
2012,New Mexico,NM,Chaves,Barack Obama,democrat,6604.0,20292
2012,New Mexico,NM,Chaves,Mitt Romney,republican,13088.0,20292
2012,New Mexico,NM,Cibola,Barack Obama,democrat,4961.0,8243
2012,New Mexico,NM,Cibola,Mitt Romney,republican,2998.0,8243
2012,New Mexico,NM,Colfax,Barack Obama,democrat,2828.0,5764
2012,New Mexico,NM,Colfax,Mitt Romney,republican,2699.0,5764
2012,New Mexico,NM,Curry,Barack Obama,democrat,4022.0,13625
2012,New Mexico,NM,Curry,Mitt Romney,republican,9251.0,13625
2012,New Mexico,NM,De Baca,Barack Obama,democrat,287.0,902
2012,New Mexico,NM,De Baca,Mitt Romney,republican,586.0,902
2012,New Mexico,NM,Dona Ana,Barack Obama,democrat,37139.0,66423
2012,New Mexico,NM,Dona Ana,Mitt Romney,republican,27322.0,66423
2012,New Mexico,NM,Eddy,Barack Obama,democrat,6142.0,19269
2012,New Mexico,NM,Eddy,Mitt Romney,republican,12583.0,19269
2012,New Mexico,NM,Grant,Barack Obama,democrat,7090.0,12902
2012,New Mexico,NM,Grant,Mitt Romney,republican,5358.0,12902
2012,New Mexico,NM,Guadalupe,Barack Obama,democrat,1488.0,2135
2012,New Mexico,NM,Guadalupe,Mitt Romney,republican,557.0,2135
2012,New Mexico,NM,Harding,Barack Obama,democrat,260.0,601
2012,New Mexico,NM,Harding,Mitt Romney,republican,327.0,601
2012,New Mexico,NM,Hidalgo,Barack Obama,democrat,995.0,1935
2012,New Mexico,NM,Hidalgo,Mitt Romney,republican,899.0,1935
2012,New Mexico,NM,Lea,Barack Obama,democrat,4080.0,17015
2012,New Mexico,NM,Lea,Mitt Romney,republican,12548.0,17015
2012,New Mexico,NM,Lincoln,Barack Obama,democrat,2942.0,9242
2012,New Mexico,NM,Lincoln,Mitt Romney,republican,5961.0,9242
2012,New Mexico,NM,Los Alamos,Barack Obama,democrat,5191.0,10654
2012,New Mexico,NM,Los Alamos,Mitt Romney,republican,4796.0,10654
2012,New Mexico,NM,Luna,Barack Obama,democrat,3583.0,7500
2012,New Mexico,NM,Luna,Mitt Romney,republican,3670.0,7500
2012,New Mexico,NM,McKinley,Barack Obama,democrat,15841.0,21929
2012,New Mexico,NM,McKinley,Mitt Romney,republican,5546.0,21929
2012,New Mexico,NM,Mora,Barack Obama,democrat,1955.0,2611
2012,New Mexico,NM,Mora,Mitt Romney,republican,595.0,2611
2012,New Mexico,NM,Otero,Barack Obama,democrat,6829.0,20012
2012,New Mexico,NM,Otero,Mitt Romney,republican,12451.0,20012
2012,New Mexico,NM,Quay,Barack Obama,democrat,1383.0,3707
2012,New Mexico,NM,Quay,Mitt Romney,republican,2202.0,3707
2012,New Mexico,NM,Rio Arriba,Barack Obama,democrat,11465.0,15343
2012,New Mexico,NM,Rio Arriba,Mitt Romney,republican,3397.0,15343
2012,New Mexico,NM,Roosevelt,Barack Obama,democrat,1727.0,5969
2012,New Mexico,NM,Roosevelt,Mitt Romney,republican,4043.0,5969
2012,New Mexico,NM,Sandoval,Barack Obama,democrat,27236.0,54079
2012,New Mexico,NM,Sandoval,Mitt Romney,republican,24387.0,54079
2012,New Mexico,NM,San Juan,Barack Obama,democrat,15855.0,46237
2012,New Mexico,NM,San Juan,Mitt Romney,republican,28849.0,46237
2012,New Mexico,NM,San Miguel,Barack Obama,democrat,8850.0,11509
2012,New Mexico,NM,San Miguel,Mitt Romney,republican,2303.0,11509
2012,New Mexico,NM,Santa Fe,Barack Obama,democrat,50872.0,69245
2012,New Mexico,NM,Santa Fe,Mitt Romney,republican,15500.0,69245
2012,New Mexico,NM,Sierra,Barack Obama,democrat,1964.0,5102
2012,New Mexico,NM,Sierra,Mitt Romney,republican,2928.0,5102
2012,New Mexico,NM,Socorro,Barack Obama,democrat,4058.0,7193
2012,New Mexico,NM,Socorro,Mitt Romney,republican,2722.0,7193
2012,New Mexico,NM,Taos,Barack Obama,democrat,11978.0,15339
2012,New Mexico,NM,Taos,Mitt Romney,republican,2730.0,15339
2012,New Mexico,NM,Torrance,Barack Obama,democrat,2428.0,6402
2012,New Mexico,NM,Torrance,Mitt Romney,republican,3529.0,6402
2012,New Mexico,NM,Union,Barack Obama,democrat,472.0,1759
2012,New Mexico,NM,Union,Mitt Romney,republican,1236.0,1759
2012,New Mexico,NM,Valencia,Barack Obama,democrat,13511.0,27728
2012,New Mexico,NM,Valencia,Mitt Romney,republican,12825.0,27728
2012,Missouri,MO,Kansas City,Barack Obama,democrat,105670.0,136802
2012,Missouri,MO,Kansas City,Mitt Romney,republican,29509.0,136802
2012,New York,NY,Albany,Barack Obama,democrat,83978.0,135766
2012,New York,NY,Albany,Mitt Romney,republican,40210.0,135766
2012,New York,NY,Allegany,Barack Obama,democrat,5866.0,16953
2012,New York,NY,Allegany,Mitt Romney,republican,9377.0,16953
2012,New York,NY,Bronx,Barack Obama,democrat,334600.0,370894
2012,New York,NY,Bronx,Mitt Romney,republican,26680.0,370894
2012,New York,NY,Broome,Barack Obama,democrat,39971.0,81565
2012,New York,NY,Broome,Mitt Romney,republican,34708.0,81565
2012,New York,NY,Cattaraugus,Barack Obama,democrat,12040.0,29767
2012,New York,NY,Cattaraugus,Mitt Romney,republican,14655.0,29767
2012,New York,NY,Cayuga,Barack Obama,democrat,16105.0,31169
2012,New York,NY,Cayuga,Mitt Romney,republican,11646.0,31169
2012,New York,NY,Chautauqua,Barack Obama,democrat,22463.0,52852
2012,New York,NY,Chautauqua,Mitt Romney,republican,24266.0,52852
2012,New York,NY,Chemung,Barack Obama,democrat,16205.0,35010
2012,New York,NY,Chemung,Mitt Romney,republican,16138.0,35010
2012,New York,NY,Chenango,Barack Obama,democrat,8642.0,19314
2012,New York,NY,Chenango,Mitt Romney,republican,8922.0,19314
2012,New York,NY,Clinton,Barack Obama,democrat,18072.0,30656
2012,New York,NY,Clinton,Mitt Romney,republican,9892.0,30656
2012,New York,NY,Columbia,Barack Obama,democrat,15241.0,29129
2012,New York,NY,Columbia,Mitt Romney,republican,10600.0,29129
2012,New York,NY,Cortland,Barack Obama,democrat,9965.0,19624
2012,New York,NY,Cortland,Mitt Romney,republican,7859.0,19624
2012,New York,NY,Delaware,Barack Obama,democrat,7881.0,18638
2012,New York,NY,Delaware,Mitt Romney,republican,9086.0,18638
2012,New York,NY,Dutchess,Barack Obama,democrat,62063.0,123705
2012,New York,NY,Dutchess,Mitt Romney,republican,48264.0,123705
2012,New York,NY,Erie,Barack Obama,democrat,227325.0,414195
2012,New York,NY,Erie,Mitt Romney,republican,149683.0,414195
2012,New York,NY,Essex,Barack Obama,democrat,9368.0,16717
2012,New York,NY,Essex,Mitt Romney,republican,6076.0,16717
2012,New York,NY,Franklin,Barack Obama,democrat,9532.0,15934
2012,New York,NY,Franklin,Mitt Romney,republican,5231.0,15934
2012,New York,NY,Fulton,Barack Obama,democrat,8331.0,19799
2012,New York,NY,Fulton,Mitt Romney,republican,9830.0,19799
2012,New York,NY,Genesee,Barack Obama,democrat,9092.0,24746
2012,New York,NY,Genesee,Mitt Romney,republican,12814.0,24746
2012,New York,NY,Greene,Barack Obama,democrat,8384.0,20472
2012,New York,NY,Greene,Mitt Romney,republican,9737.0,20472
2012,New York,NY,Hamilton,Barack Obama,democrat,1092.0,3122
2012,New York,NY,Hamilton,Mitt Romney,republican,1771.0,3122
2012,New York,NY,Herkimer,Barack Obama,democrat,10826.0,25040
2012,New York,NY,Herkimer,Mitt Romney,republican,12166.0,25040
2012,New York,NY,Jefferson,Barack Obama,democrat,16231.0,35708
2012,New York,NY,Jefferson,Mitt Romney,republican,16435.0,35708
2012,New York,NY,Kings,Barack Obama,democrat,580225.0,730534
2012,New York,NY,Kings,Mitt Romney,republican,112957.0,730534
2012,New York,NY,Lewis,Barack Obama,democrat,4530.0,10522
2012,New York,NY,Lewis,Mitt Romney,republican,5129.0,10522
2012,New York,NY,Livingston,Barack Obama,democrat,11100.0,26770
2012,New York,NY,Livingston,Mitt Romney,republican,12641.0,26770
2012,New York,NY,Madison,Barack Obama,democrat,13231.0,28094
2012,New York,NY,Madison,Mitt Romney,republican,12011.0,28094
2012,New York,NY,Monroe,Barack Obama,democrat,185916.0,333813
2012,New York,NY,Monroe,Mitt Romney,republican,114434.0,333813
2012,New York,NY,Montgomery,Barack Obama,democrat,8106.0,18186
2012,New York,NY,Montgomery,Mitt Romney,republican,8046.0,18186
2012,New York,NY,Nassau,Barack Obama,democrat,294661.0,568151
2012,New York,NY,Nassau,Mitt Romney,republican,237862.0,568151
2012,New York,NY,New York,Barack Obama,democrat,486172.0,597227
2012,New York,NY,New York,Mitt Romney,republican,84810.0,597227
2012,New York,NY,Niagara,Barack Obama,democrat,41837.0,89013
2012,New York,NY,Niagara,Mitt Romney,republican,38158.0,89013
2012,New York,NY,Oneida,Barack Obama,democrat,39031.0,86700
2012,New York,NY,Oneida,Mitt Romney,republican,40532.0,86700
2012,New York,NY,Onondaga,Barack Obama,democrat,117470.0,204717
2012,New York,NY,Onondaga,Mitt Romney,republican,69357.0,204717
2012,New York,NY,Ontario,Barack Obama,democrat,22065.0,47853
2012,New York,NY,Ontario,Mitt Romney,republican,20919.0,47853
2012,New York,NY,Orange,Barack Obama,democrat,70742.0,140628
2012,New York,NY,Orange,Mitt Romney,republican,58003.0,140628
2012,New York,NY,Orleans,Barack Obama,democrat,5505.0,14706
2012,New York,NY,Orleans,Mitt Romney,republican,7585.0,14706
2012,New York,NY,Oswego,Barack Obama,democrat,22178.0,44591
2012,New York,NY,Oswego,Mitt Romney,republican,17610.0,44591
2012,New York,NY,Otsego,Barack Obama,democrat,11530.0,24139
2012,New York,NY,Otsego,Mitt Romney,republican,10451.0,24139
2012,New York,NY,Putnam,Barack Obama,democrat,18539.0,44345
2012,New York,NY,Putnam,Mitt Romney,republican,20925.0,44345
2012,New York,NY,Queens,Barack Obama,democrat,461391.0,595073
2012,New York,NY,Queens,Mitt Romney,republican,108864.0,595073
2012,New York,NY,Rensselaer,Barack Obama,democrat,35373.0,67990
2012,New York,NY,Rensselaer,Mitt Romney,republican,24903.0,67990
2012,New York,NY,Richmond,Barack Obama,democrat,75557.0,154169
2012,New York,NY,Richmond,Mitt Romney,republican,66916.0,154169
2012,New York,NY,Rockland,Barack Obama,democrat,63908.0,124442
2012,New York,NY,Rockland,Mitt Romney,republican,51976.0,124442
2012,New York,NY,St. Lawrence,Barack Obama,democrat,20488.0,37191
2012,New York,NY,St. Lawrence,Mitt Romney,republican,13543.0,37191
2012,New York,NY,Saratoga,Barack Obama,democrat,50998.0,105510
2012,New York,NY,Saratoga,Mitt Romney,republican,44915.0,105510
2012,New York,NY,Schenectady,Barack Obama,democrat,35330.0,64933
2012,New York,NY,Schenectady,Mitt Romney,republican,22952.0,64933
2012,New York,NY,Schoharie,Barack Obama,democrat,5119.0,13207
2012,New York,NY,Schoharie,Mitt Romney,republican,6497.0,13207
2012,New York,NY,Schuyler,Barack Obama,democrat,3444.0,8146
2012,New York,NY,Schuyler,Mitt Romney,republican,3798.0,8146
2012,New York,NY,Seneca,Barack Obama,democrat,6715.0,13266
2012,New York,NY,Seneca,Mitt Romney,republican,5244.0,13266
2012,New York,NY,Steuben,Barack Obama,democrat,15015.0,38531
2012,New York,NY,Steuben,Mitt Romney,republican,20163.0,38531
2012,New York,NY,Suffolk,Barack Obama,democrat,287519.0,586258
2012,New York,NY,Suffolk,Mitt Romney,republican,243258.0,586258
2012,New York,NY,Sullivan,Barack Obama,democrat,14612.0,28415
2012,New York,NY,Sullivan,Mitt Romney,republican,11347.0,28415
2012,New York,NY,Tioga,Barack Obama,democrat,8544.0,21601
2012,New York,NY,Tioga,Mitt Romney,republican,11160.0,21601
2012,New York,NY,Tompkins,Barack Obama,democrat,24872.0,39670
2012,New York,NY,Tompkins,Mitt Romney,republican,10191.0,39670
2012,New York,NY,Ulster,Barack Obama,democrat,43837.0,78315
2012,New York,NY,Ulster,Mitt Romney,republican,25572.0,78315
2012,New York,NY,Warren,Barack Obama,democrat,14276.0,29578
2012,New York,NY,Warren,Mitt Romney,republican,12925.0,29578
2012,New York,NY,Washington,Barack Obama,democrat,10993.0,23095
2012,New York,NY,Washington,Mitt Romney,republican,9793.0,23095
2012,New York,NY,Wayne,Barack Obama,democrat,15732.0,37547
2012,New York,NY,Wayne,Mitt Romney,republican,17248.0,37547
2012,New York,NY,Westchester,Barack Obama,democrat,234778.0,388447
2012,New York,NY,Westchester,Mitt Romney,republican,131139.0,388447
2012,New York,NY,Wyoming,Barack Obama,democrat,5357.0,16335
2012,New York,NY,Wyoming,Mitt Romney,republican,9248.0,16335
2012,New York,NY,Yates,Barack Obama,democrat,4259.0,9442
2012,New York,NY,Yates,Mitt Romney,republican,4269.0,9442
2012,North Carolina,NC,Alamance,Barack Obama,democrat,28875.0,67776
2012,North Carolina,NC,Alamance,Mitt Romney,republican,38170.0,67776
2012,North Carolina,NC,Alexander,Barack Obama,democrat,4611.0,17196
2012,North Carolina,NC,Alexander,Mitt Romney,republican,12253.0,17196
2012,North Carolina,NC,Alleghany,Barack Obama,democrat,1583.0,5067
2012,North Carolina,NC,Alleghany,Mitt Romney,republican,3390.0,5067
2012,North Carolina,NC,Anson,Barack Obama,democrat,7019.0,11256
2012,North Carolina,NC,Anson,Mitt Romney,republican,4166.0,11256
2012,North Carolina,NC,Ashe,Barack Obama,democrat,4116.0,12610
2012,North Carolina,NC,Ashe,Mitt Romney,republican,8242.0,12610
2012,North Carolina,NC,Avery,Barack Obama,democrat,1882.0,7759
2012,North Carolina,NC,Avery,Mitt Romney,republican,5766.0,7759
2012,North Carolina,NC,Beaufort,Barack Obama,democrat,9435.0,23620
2012,North Carolina,NC,Beaufort,Mitt Romney,republican,13977.0,23620
2012,North Carolina,NC,Bertie,Barack Obama,democrat,6695.0,10123
2012,North Carolina,NC,Bertie,Mitt Romney,republican,3387.0,10123
2012,North Carolina,NC,Bladen,Barack Obama,democrat,8062.0,15957
2012,North Carolina,NC,Bladen,Mitt Romney,republican,7748.0,15957
2012,North Carolina,NC,Brunswick,Barack Obama,democrat,22038.0,57362
2012,North Carolina,NC,Brunswick,Mitt Romney,republican,34743.0,57362
2012,North Carolina,NC,Buncombe,Barack Obama,democrat,70625.0,127696
2012,North Carolina,NC,Buncombe,Mitt Romney,republican,54701.0,127696
2012,North Carolina,NC,Burke,Barack Obama,democrat,13701.0,36544
2012,North Carolina,NC,Burke,Mitt Romney,republican,22267.0,36544
2012,North Carolina,NC,Cabarrus,Barack Obama,democrat,32849.0,83566
2012,North Carolina,NC,Cabarrus,Mitt Romney,republican,49557.0,83566
2012,North Carolina,NC,Caldwell,Barack Obama,democrat,10898.0,34732
2012,North Carolina,NC,Caldwell,Mitt Romney,republican,23229.0,34732
2012,North Carolina,NC,Camden,Barack Obama,democrat,1508.0,4704
2012,North Carolina,NC,Camden,Mitt Romney,republican,3109.0,4704
2012,North Carolina,NC,Carteret,Barack Obama,democrat,10301.0,35517
2012,North Carolina,NC,Carteret,Mitt Romney,republican,24775.0,35517
2012,North Carolina,NC,Caswell,Barack Obama,democrat,5348.0,11039
2012,North Carolina,NC,Caswell,Mitt Romney,republican,5594.0,11039
2012,North Carolina,NC,Catawba,Barack Obama,democrat,24069.0,69601
2012,North Carolina,NC,Catawba,Mitt Romney,republican,44538.0,69601
2012,North Carolina,NC,Chatham,Barack Obama,democrat,18361.0,35434
2012,North Carolina,NC,Chatham,Mitt Romney,republican,16665.0,35434
2012,North Carolina,NC,Cherokee,Barack Obama,democrat,3378.0,12867
2012,North Carolina,NC,Cherokee,Mitt Romney,republican,9278.0,12867
2012,North Carolina,NC,Chowan,Barack Obama,democrat,3556.0,7505
2012,North Carolina,NC,Chowan,Mitt Romney,republican,3891.0,7505
2012,North Carolina,NC,Clay,Barack Obama,democrat,1579.0,5642
2012,North Carolina,NC,Clay,Mitt Romney,republican,3973.0,5642
2012,North Carolina,NC,Cleveland,Barack Obama,democrat,17062.0,43340
2012,North Carolina,NC,Cleveland,Mitt Romney,republican,25793.0,43340
2012,North Carolina,NC,Columbus,Barack Obama,democrat,11050.0,24243
2012,North Carolina,NC,Columbus,Mitt Romney,republican,12941.0,24243
2012,North Carolina,NC,Craven,Barack Obama,democrat,18763.0,46170
2012,North Carolina,NC,Craven,Mitt Romney,republican,26928.0,46170
2012,North Carolina,NC,Cumberland,Barack Obama,democrat,75792.0,127641
2012,North Carolina,NC,Cumberland,Mitt Romney,republican,50666.0,127641
2012,North Carolina,NC,Currituck,Barack Obama,democrat,3562.0,11304
2012,North Carolina,NC,Currituck,Mitt Romney,republican,7496.0,11304
2012,North Carolina,NC,Dare,Barack Obama,democrat,7393.0,17974
2012,North Carolina,NC,Dare,Mitt Romney,republican,10248.0,17974
2012,North Carolina,NC,Davidson,Barack Obama,democrat,20624.0,70935
2012,North Carolina,NC,Davidson,Mitt Romney,republican,49383.0,70935
2012,North Carolina,NC,Davie,Barack Obama,democrat,5735.0,20670
2012,North Carolina,NC,Davie,Mitt Romney,republican,14687.0,20670
2012,North Carolina,NC,Duplin,Barack Obama,democrat,9033.0,20592
2012,North Carolina,NC,Duplin,Mitt Romney,republican,11416.0,20592
2012,North Carolina,NC,Durham,Barack Obama,democrat,111224.0,146735
2012,North Carolina,NC,Durham,Mitt Romney,republican,33769.0,146735
2012,North Carolina,NC,Edgecombe,Barack Obama,democrat,18310.0,26972
2012,North Carolina,NC,Edgecombe,Mitt Romney,republican,8546.0,26972
2012,North Carolina,NC,Forsyth,Barack Obama,democrat,92323.0,174069
2012,North Carolina,NC,Forsyth,Mitt Romney,republican,79768.0,174069
2012,North Carolina,NC,Franklin,Barack Obama,democrat,13436.0,28389
2012,North Carolina,NC,Franklin,Mitt Romney,republican,14603.0,28389
2012,North Carolina,NC,Gaston,Barack Obama,democrat,33171.0,90483
2012,North Carolina,NC,Gaston,Mitt Romney,republican,56138.0,90483
2012,North Carolina,NC,Gates,Barack Obama,democrat,2786.0,5396
2012,North Carolina,NC,Gates,Mitt Romney,republican,2564.0,5396
2012,North Carolina,NC,Graham,Barack Obama,democrat,1119.0,3947
2012,North Carolina,NC,Graham,Mitt Romney,republican,2750.0,3947
2012,North Carolina,NC,Granville,Barack Obama,democrat,13598.0,26275
2012,North Carolina,NC,Granville,Mitt Romney,republican,12405.0,26275
2012,North Carolina,NC,Greene,Barack Obama,democrat,3778.0,8236
2012,North Carolina,NC,Greene,Mitt Romney,republican,4411.0,8236
2012,North Carolina,NC,Guilford,Barack Obama,democrat,146365.0,253852
2012,North Carolina,NC,Guilford,Mitt Romney,republican,104789.0,253852
2012,North Carolina,NC,Halifax,Barack Obama,democrat,17176.0,26079
2012,North Carolina,NC,Halifax,Mitt Romney,republican,8763.0,26079
2012,North Carolina,NC,Harnett,Barack Obama,democrat,17331.0,43415
2012,North Carolina,NC,Harnett,Mitt Romney,republican,25565.0,43415
2012,North Carolina,NC,Haywood,Barack Obama,democrat,11833.0,27974
2012,North Carolina,NC,Haywood,Mitt Romney,republican,15633.0,27974
2012,North Carolina,NC,Henderson,Barack Obama,democrat,18642.0,52392
2012,North Carolina,NC,Henderson,Mitt Romney,republican,32994.0,52392
2012,North Carolina,NC,Hertford,Barack Obama,democrat,7843.0,10918
2012,North Carolina,NC,Hertford,Mitt Romney,republican,3007.0,10918
2012,North Carolina,NC,Hoke,Barack Obama,democrat,10076.0,17089
2012,North Carolina,NC,Hoke,Mitt Romney,republican,6819.0,17089
2012,North Carolina,NC,Hyde,Barack Obama,democrat,1163.0,2383
2012,North Carolina,NC,Hyde,Mitt Romney,republican,1193.0,2383
2012,North Carolina,NC,Iredell,Barack Obama,democrat,26076.0,76365
2012,North Carolina,NC,Iredell,Mitt Romney,republican,49299.0,76365
2012,North Carolina,NC,Jackson,Barack Obama,democrat,8095.0,16701
2012,North Carolina,NC,Jackson,Mitt Romney,republican,8254.0,16701
2012,North Carolina,NC,Johnston,Barack Obama,democrat,27290.0,76691
2012,North Carolina,NC,Johnston,Mitt Romney,republican,48427.0,76691
2012,North Carolina,NC,Jones,Barack Obama,democrat,2352.0,5230
2012,North Carolina,NC,Jones,Mitt Romney,republican,2837.0,5230
2012,North Carolina,NC,Lee,Barack Obama,democrat,10801.0,24239
2012,North Carolina,NC,Lee,Mitt Romney,republican,13158.0,24239
2012,North Carolina,NC,Lenoir,Barack Obama,democrat,13948.0,28086
2012,North Carolina,NC,Lenoir,Mitt Romney,republican,13980.0,28086
2012,North Carolina,NC,Lincoln,Barack Obama,democrat,11024.0,36775
2012,North Carolina,NC,Lincoln,Mitt Romney,republican,25267.0,36775
2012,North Carolina,NC,McDowell,Barack Obama,democrat,6031.0,18099
2012,North Carolina,NC,McDowell,Mitt Romney,republican,11775.0,18099
2012,North Carolina,NC,Macon,Barack Obama,democrat,5712.0,16861
2012,North Carolina,NC,Macon,Mitt Romney,republican,10835.0,16861
2012,North Carolina,NC,Madison,Barack Obama,democrat,4484.0,10113
2012,North Carolina,NC,Madison,Mitt Romney,republican,5404.0,10113
2012,North Carolina,NC,Martin,Barack Obama,democrat,6583.0,12652
2012,North Carolina,NC,Martin,Mitt Romney,republican,5995.0,12652
2012,North Carolina,NC,Mecklenburg,Barack Obama,democrat,272262.0,448900
2012,North Carolina,NC,Mecklenburg,Mitt Romney,republican,171668.0,448900
2012,North Carolina,NC,Mitchell,Barack Obama,democrat,1838.0,7765
2012,North Carolina,NC,Mitchell,Mitt Romney,republican,5806.0,7765
2012,North Carolina,NC,Montgomery,Barack Obama,democrat,4706.0,11231
2012,North Carolina,NC,Montgomery,Mitt Romney,republican,6404.0,11231
2012,North Carolina,NC,Moore,Barack Obama,democrat,16505.0,46415
2012,North Carolina,NC,Moore,Mitt Romney,republican,29495.0,46415
2012,North Carolina,NC,Nash,Barack Obama,democrat,24313.0,48492
2012,North Carolina,NC,Nash,Mitt Romney,republican,23842.0,48492
2012,North Carolina,NC,New Hanover,Barack Obama,democrat,48668.0,103628
2012,North Carolina,NC,New Hanover,Mitt Romney,republican,53385.0,103628
2012,North Carolina,NC,Northampton,Barack Obama,democrat,7232.0,10756
2012,North Carolina,NC,Northampton,Mitt Romney,republican,3483.0,10756
2012,North Carolina,NC,Onslow,Barack Obama,democrat,18490.0,51435
2012,North Carolina,NC,Onslow,Mitt Romney,republican,32243.0,51435
2012,North Carolina,NC,Orange,Barack Obama,democrat,53901.0,76757
