Location,Total_Votes_2004,2004_republican_votes,2004_democrat_votes
"Indiana, Knox",15746,9990,5649
"Indiana, Kosciusko",28360,22136,5977
"Indiana, LaGrange",9003,6430,2523
"Indiana, LaPorte",42606,20916,21114
"Indiana, Lake",188022,71903,114743
"Indiana, Lawrence",17698,12207,5346
"Indiana, Madison",54855,32526,21882
"Indiana, Marion",320838,156072,162249
"Indiana, Marshall",17814,12074,5593
"Indiana, Martin",4996,3414,1522
"Indiana, Miami",13628,9600,3886
"Indiana, Monroe",50467,22834,26965
"Indiana, Montgomery",14548,10901,3536
"Indiana, Morgan",26029,19197,6650
"Indiana, Newton",5848,3757,2032
"Indiana, Noble",15679,10859,4703
"Indiana, Ohio",2958,1796,1139
"Indiana, Orange",8652,5683,2885
"Indiana, Owen",7604,5000,2536
"Indiana, Parke",6971,4550,2362
"Indiana, Perry",8315,4137,4131
"Indiana, Pike",6212,3745,2418
"Indiana, Porter",64873,34794,29388
"Indiana, Posey",11986,7833,4085
"Indiana, Pulaski",5614,3797,1750
"Indiana, Putnam",13136,8908,4103
"Indiana, Randolph",11092,7172,3812
"Indiana, Ripley",11834,8224,3510
"Indiana, Rush",7421,5363,2000
"Indiana, Scott",8677,4793,3822
"Indiana, Shelby",16027,11397,4519
"Indiana, Spencer",9924,5934,3920
"Indiana, St. Joseph",108619,55254,52637
"Indiana, Starke",8937,4846,3987
"Indiana, Steuben",12905,8433,4345
"Indiana, Sullivan",8394,4999,3341
"Indiana, Switzerland",3671,2161,1479
"Indiana, Tippecanoe",52360,30897,20818
"Indiana, Tipton",7892,5628,2203
"Indiana, Union",3344,2266,1045
"Indiana, Vanderburgh",70654,41463,28767
"Indiana, Vermillion",7017,3536,3424
"Indiana, Vigo",39744,20988,18426
"Indiana, Wabash",13602,9607,3920
"Indiana, Warren",3960,2565,1356
"Indiana, Warrick",26025,16930,8980
"Indiana, Washington",10880,6915,3879
"Indiana, Wayne",27657,16586,10775
"Indiana, Wells",12354,9168,3112
"Indiana, White",10366,6974,3277
"Indiana, Whitley",13481,9512,3880
"Iowa, Adair",4278,2402,1844
"Iowa, Adams",2325,1317,977
"Iowa, Allamakee",7062,3530,3449
"Iowa, Appanoose",6450,3340,3063
"Iowa, Audubon",3592,1958,1608
"Iowa, Benton",13501,6658,6747
"Iowa, Black Hawk",63907,28046,35392
"Iowa, Boone",14009,6870,7027
"Iowa, Bremer",12779,6665,6025
"Iowa, Buchanan",10475,4797,5608
"Iowa, Buena Vista",8490,4887,3520
"Iowa, Butler",7475,4417,3001
"Iowa, Calhoun",5542,3255,2243
"Iowa, Carroll",10524,5762,4689
"Iowa, Cass",7543,4796,2679
"Iowa, Cedar",9694,4869,4747
"Iowa, Cerro Gordo",24516,10960,13372
"Iowa, Cherokee",6796,3758,2988
"Iowa, Chickasaw",6806,3040,3708
"Iowa, Clarke",4566,2200,2323
"Iowa, Clay",8588,4898,3547
"Iowa, Clayton",9168,4312,4736
"Iowa, Clinton",24684,10666,13813
"Iowa, Crawford",7242,3955,3220
"Iowa, Dallas",26293,15183,10917
"Iowa, Davis",3918,2148,1731
"Iowa, Decatur",4011,2088,1859
"Iowa, Delaware",9200,4908,4227
"Iowa, Des Moines",20874,8221,12456
"Iowa, Dickinson",9553,5337,4140
"Iowa, Dubuque",47043,20100,26561
"Iowa, Emmet",5156,2697,2405
"Iowa, Fayette",10392,5128,5185
"Iowa, Floyd",8167,3745,4349
"Iowa, Franklin",5521,3128,2340
"Iowa, Fremont",3911,2362,1510
"Iowa, Greene",5113,2618,2459
"Iowa, Grundy",6849,4429,2386
"Iowa, Guthrie",5994,3325,2614
"Iowa, Hamilton",8335,4367,3895
"Iowa, Hancock",5905,3368,2484
"Iowa, Hardin",8949,4875,4015
"Iowa, Harrison",7680,4680,2906
"Iowa, Henry",9457,5220,4127
"Iowa, Howard",4697,2028,2614
"Iowa, Humboldt",5350,3162,2146
"Iowa, Ida",3774,2342,1415
"Iowa, Iowa",8454,4544,3841
"Iowa, Jackson",10011,4242,5656
"Iowa, Jasper",20062,9462,10430
"Iowa, Jefferson",8281,3648,4490
"Iowa, Johnson",65373,22715,41847
"Iowa, Jones",9978,4834,5054
"Iowa, Keokuk",5480,3119,2294
"Iowa, Kossuth",9258,5042,4132
"Iowa, Lee",17858,7472,10152
"Iowa, Linn",110740,49442,60442
"Iowa, Louisa",4916,2572,2297
"Iowa, Lucas",4571,2543,1987
"Iowa, Lyon",6101,4751,1303
"Iowa, Madison",8004,4538,3380
"Iowa, Mahaska",10728,6858,3790
"Iowa, Marion",16696,9990,6574
"Iowa, Marshall",19164,9557,9443
"Iowa, Mills",6940,4556,2308
"Iowa, Mitchell",5480,2646,2785
"Iowa, Monona",5018,2575,2397
"Iowa, Monroe",3963,2067,1855
"Iowa, Montgomery",5556,3601,1899
"Iowa, Muscatine",18717,9020,9542
"Iowa, O'Brien",7731,5328,2330
"Iowa, Osceola",3266,2295,934
"Iowa, Page",7513,5243,2211
"Iowa, Palo Alto",5191,2674,2482
"Iowa, Plymouth",12222,7810,4278
"Iowa, Pocahontas",4313,2441,1822
"Iowa, Polk",202618,95828,105218
"Iowa, Pottawattamie",41820,24558,16906
"Iowa, Poweshiek",10091,4965,5043
"Iowa, Ringgold",2778,1466,1286
"Iowa, Sac",5374,3128,2215
"Iowa, Scott",82722,39958,42122
"Iowa, Shelby",6670,4256,2355
"Iowa, Sioux",16570,14229,2259
"Iowa, Story",44652,20819,23296
"Iowa, Tama",9001,4456,4487
"Iowa, Taylor",3190,1908,1252
"Iowa, Union",5978,3165,2747
"Iowa, Van Buren",3836,2211,1568
"Iowa, Wapello",16707,7403,9125
"Iowa, Warren",23053,12160,10730
"Iowa, Washington",10688,5977,4595
"Iowa, Wayne",3133,1733,1379
"Iowa, Webster",18631,8959,9561
"Iowa, Winnebago",5952,3175,2707
"Iowa, Winneshiek",10784,5324,5354
"Iowa, Woodbury",44195,22451,21455
"Iowa, Worth",4123,1795,2286
"Iowa, Wright",6603,3631,2930
"Kansas, Allen",5873,3867,1922
"Kansas, Anderson",3863,2500,1295
"Kansas, Atchison",7118,3880,3120
"Kansas, Barber",2403,1782,588
"Kansas, Barton",11706,8666,2874
"Kansas, Bourbon",6686,4372,2216
"Kansas, Brown",4418,3092,1268
"Kansas, Butler",26280,18438,7495
"Kansas, Chase",1501,1055,418
"Kansas, Chautauqua",1960,1529,404
"Kansas, Cherokee",9913,6083,3726
"Kansas, Cheyenne",1692,1353,320
"Kansas, Clark",1291,1014,257
"Kansas, Clay",4010,3174,793
"Kansas, Cloud",4503,3221,1210
"Kansas, Coffey",4408,3259,1093
"Kansas, Comanche",981,770,200
"Kansas, Cowley",14447,9407,4818
"Kansas, Crawford",16527,8626,7617
"Kansas, Decatur",1740,1355,355
"Kansas, Dickinson",8791,6295,2364
"Kansas, Doniphan",3603,2491,1065
"Kansas, Douglas",50111,20544,28634
"Kansas, Edwards",1496,1084,386
"Kansas, Elk",1515,1119,369
"Kansas, Ellis",12187,7891,4033
"Kansas, Ellsworth",3102,2259,801
"Kansas, Finney",9933,7479,2351
"Kansas, Ford",9016,6632,2286
"Kansas, Franklin",11476,7391,3921
"Kansas, Geary",7328,4703,2531
"Kansas, Gove",1467,1196,247
"Kansas, Graham",1440,1082,334
"Kansas, Grant",2758,2169,561
"Kansas, Gray",2245,1816,408
"Kansas, Greeley",735,584,138
"Kansas, Greenwood",3244,2282,911
"Kansas, Hamilton",1130,888,229
"Kansas, Harper",2930,2154,727
"Kansas, Harvey",15110,9534,5331
"Kansas, Haskell",1599,1356,227
"Kansas, Hodgeman",1183,953,223
"Kansas, Jackson",5888,3730,2064
"Kansas, Jefferson",8793,5408,3253
"Kansas, Jewell",1915,1495,385
"Kansas, Johnson",258687,158103,97866
"Kansas, Kearny",1455,1177,272
"Kansas, Kingman",3764,2801,904
"Kansas, Kiowa",1565,1275,256
"Kansas, Labette",9139,5400,3615
"Kansas, Lane",1014,823,181
"Kansas, Leavenworth",27331,15949,11039
"Kansas, Lincoln",1800,1368,391
"Kansas, Linn",4741,3048,1631
"Kansas, Logan",1523,1255,248
"Kansas, Lyon",13440,7951,5234
"Kansas, Marion",6159,4516,1536
"Kansas, Marshall",5108,3261,1789
"Kansas, McPherson",13367,9595,3589
"Kansas, Meade",2121,1748,356
"Kansas, Miami",14016,9013,4838
"Kansas, Mitchell",3349,2609,693
"Kansas, Montgomery",14116,9598,4338
"Kansas, Morris",2936,1961,931
"Kansas, Morton",1576,1287,276
"Kansas, Nemaha",5463,4027,1355
"Kansas, Neosho",7231,4705,2424
"Kansas, Ness",1818,1407,382
"Kansas, Norton",2599,2092,473
"Kansas, Osage",7463,4800,2537
"Kansas, Osborne",2075,1587,454
"Kansas, Ottawa",2971,2333,595
"Kansas, Pawnee",2988,2172,773
"Kansas, Phillips",2847,2256,557
"Kansas, Pottawatomie",8823,6326,2176
"Kansas, Pratt",4384,3121,1200
"Kansas, Rawlins",1720,1414,289
"Kansas, Reno",27324,17748,9114
"Kansas, Republic",2889,2238,607
"Kansas, Rice",4376,3182,1130
"Kansas, Riley",20911,12672,7908
"Kansas, Rooks",2710,2121,534
"Kansas, Rush",1789,1226,517
"Kansas, Russell",3525,2671,810
"Kansas, Saline",23041,15111,7524
"Kansas, Scott",2299,1924,347
"Kansas, Sedgwick",177679,110381,64839
"Kansas, Seward",5439,4272,1122
"Kansas, Shawnee",81577,44188,36264
"Kansas, Sheridan",1406,1144,239
"Kansas, Sherman",2762,2088,632
"Kansas, Smith",2370,1803,540
"Kansas, Stafford",2186,1649,506
"Kansas, Stanton",966,796,165
"Kansas, Stevens",2265,1936,310
"Kansas, Sumner",10488,7092,3217
"Kansas, Thomas",3870,3007,816
"Kansas, Trego",1686,1225,434
"Kansas, Wabaunsee",3604,2531,1001
"Kansas, Wallace",876,742,112
"Kansas, Washington",3190,2498,643
"Kansas, Wichita",1062,869,183
"Kansas, Wilson",4398,3263,1060
"Kansas, Woodson",1763,1204,530
"Kansas, Wyandotte",53401,17919,34923
"Kentucky, Adair",7447,5628,1764
"Kentucky, Allen",7163,5202,1923
"Kentucky, Anderson",9591,6363,3141
"Kentucky, Ballard",4177,2389,1759
"Kentucky, Barren",16140,10822,5216
"Kentucky, Bath",4919,2269,2608
"Kentucky, Bell",11002,6722,4210
"Kentucky, Boone",45082,32329,12391
"Kentucky, Bourbon",8217,4953,3198
"Kentucky, Boyd",21777,11501,10132
"Kentucky, Boyle",12490,7764,4646
"Kentucky, Bracken",3610,2363,1213
"Kentucky, Breathitt",5944,2542,3327
"Kentucky, Breckinridge",8520,5580,2884
"Kentucky, Bullitt",28627,19433,9043
"Kentucky, Butler",5578,4109,1436
"Kentucky, Caldwell",6349,4066,2245
"Kentucky, Calloway",15145,9293,5728
"Kentucky, Campbell",40175,25540,14253
"Kentucky, Carlisle",2845,1734,1102
"Kentucky, Carroll",3897,2175,1688
"Kentucky, Carter",11117,5422,5577
"Kentucky, Casey",6321,5109,1174
"Kentucky, Christian",21015,13935,6970
"Kentucky, Clark",15317,9540,5661
"Kentucky, Clay",7687,5726,1901
"Kentucky, Clinton",4352,3369,952
"Kentucky, Crittenden",4190,2726,1438
"Kentucky, Cumberland",3239,2356,848
"Kentucky, Daviess",41483,25372,15788
"Kentucky, Edmonson",5481,3595,1856
"Kentucky, Elliott",2957,871,2064
"Kentucky, Estill",5575,3633,1907
"Kentucky, Fayette",125576,66406,57994
"Kentucky, Fleming",6203,3749,2406
"Kentucky, Floyd",17885,6612,11132
"Kentucky, Franklin",24133,12281,11620
"Kentucky, Fulton",2890,1527,1340
"Kentucky, Gallatin",3073,1869,1188
"Kentucky, Garrard",6658,4784,1841
"Kentucky, Grant",8824,5951,2818
"Kentucky, Graves",16229,9903,6206
"Kentucky, Grayson",10143,7170,2905
"Kentucky, Green",5206,3866,1312
"Kentucky, Greenup",16435,8696,7630
"Kentucky, Hancock",4029,2286,1709
"Kentucky, Hardin",36441,24627,11507
"Kentucky, Harlan",11070,6659,4332
"Kentucky, Harrison",7731,4855,2807
"Kentucky, Hart",6784,4269,2470
"Kentucky, Henderson",18701,10467,8101
"Kentucky, Henry",6499,4094,2366
"Kentucky, Hickman",2342,1395,926
"Kentucky, Hopkins",18843,12314,6420
"Kentucky, Jackson",5178,4369,769
"Kentucky, Jefferson",337350,164566,170158
"Kentucky, Jessamine",18580,12972,5476
"Kentucky, Johnson",9304,5940,3288
"Kentucky, Kenton",67123,43664,22834
"Kentucky, Knott",7394,2648,4685
"Kentucky, Knox",12028,8108,3822
"Kentucky, Larue",5968,4111,1823
"Kentucky, Laurel",22264,16819,5297
"Kentucky, Lawrence",6513,3755,2705
"Kentucky, Lee",2920,2018,878
"Kentucky, Leslie",4964,3661,1266
"Kentucky, Letcher",9065,4801,4192
"Kentucky, Lewis",5484,3778,1667
"Kentucky, Lincoln",8863,5996,2796
"Kentucky, Livingston",4706,2675,2007
"Kentucky, Logan",10644,6815,3768
"Kentucky, Lyon",3925,2132,1769
"Kentucky, Madison",30707,18922,11525
"Kentucky, Magoffin",5718,2836,2843
"Kentucky, Marion",7354,3905,3399
"Kentucky, Marshall",15521,9049,6383
"Kentucky, Martin",4539,2996,1504
"Kentucky, Mason",7079,4381,2644
"Kentucky, McCracken",29797,18218,11361
"Kentucky, McCreary",5693,4121,1530
"Kentucky, McLean",4435,2584,1823
"Kentucky, Meade",10951,7152,3724
"Kentucky, Menifee",2528,1215,1284
"Kentucky, Mercer",10028,6745,3224
"Kentucky, Metcalfe",4157,2645,1472
"Kentucky, Monroe",5843,4657,1158
"Kentucky, Montgomery",10230,5647,4506
"Kentucky, Morgan",5272,2682,2532
"Kentucky, Muhlenberg",13479,6749,6636
"Kentucky, Nelson",16844,10161,6524
"Kentucky, Nicholas",3059,1700,1332
"Kentucky, Ohio",10028,6311,3627
"Kentucky, Oldham",27132,18801,8080
"Kentucky, Owen",4741,3084,1615
"Kentucky, Owsley",1999,1558,430
"Kentucky, Pendleton",6025,4045,1940
"Kentucky, Perry",11655,6187,5400
"Kentucky, Pike",26770,12611,14002
"Kentucky, Powell",4960,2687,2249
"Kentucky, Pulaski",25516,19535,5829
"Kentucky, Robertson",1090,670,413
"Kentucky, Rockcastle",6166,4804,1320
"Kentucky, Rowan",8706,4063,4556
"Kentucky, Russell",7821,6009,1772
"Kentucky, Scott",17050,10600,6325
"Kentucky, Shelby",16313,10909,5277
"Kentucky, Simpson",7043,4273,2730
"Kentucky, Spencer",6822,4816,1970
"Kentucky, Taylor",10295,7247,2979
"Kentucky, Todd",4754,3242,1491
"Kentucky, Trigg",6111,4023,2046
"Kentucky, Trimble",3790,2332,1428
"Kentucky, Union",5977,3534,2398
"Kentucky, Warren",39711,25100,14326
"Kentucky, Washington",5236,3479,1724
"Kentucky, Wayne",7685,5027,2616
"Kentucky, Webster",5547,3207,2304
"Kentucky, Whitley",13629,9559,3985
"Kentucky, Wolfe",3155,1385,1744
"Kentucky, Woodford",11502,6937,4480
"Maine, Androscoggin",55842,24453,30345
"Maine, Aroostook",36709,17152,18988
"Maine, Cumberland",135485,56251,76911
"Maine, Franklin",17136,7315,9410
"Maine, Hancock",31754,13810,17299
"Maine, Kennebec",62831,28363,33167
"Maine, Knox",21456,9074,11430
"Maine, Lincoln",20608,9676,10548
"Maine, Oxford",31914,14354,16825
"Maine, Penobscot",76414,37339,37775
"Maine, Piscataquis",9871,5261,4378
"Maine, Sagadahoc",19856,9064,10341
"Maine, Somerset",27053,12926,13530
"Maine, Waldo",21741,10044,11259
"Maine, Washington",16496,8207,7998
"Maine, York",101344,45708,53949
"Maryland, Allegany",29855,18980,10576
"Maryland, Anne Arundel",239667,133231,103324
"Maryland, Baltimore",353479,166051,182474
"Maryland, Calvert",39351,23017,15967
"Maryland, Caroline",11356,7396,3810
"Maryland, Carroll",79349,55275,22974
"Maryland, Cecil",37674,22556,14680
"Maryland, Charles",58241,28442,29354
"Maryland, Dorchester",13339,7801,5411
"Maryland, Frederick",100594,59934,39503
"Maryland, Garrett",12484,9085,3291
"Maryland, Harford",112728,71565,39685
"Maryland, Howard",133810,59724,72257
"Maryland, Kent",9285,4900,4278
"Maryland, Montgomery",415225,136334,273936
"Maryland, Prince George's",318474,55532,260532
"Maryland, Queen Anne's",21794,14489,7070
"Maryland, Somerset",8994,4884,4034
"Maryland, St. Mary's",37916,23725,13776
"Maryland, Talbot",18864,11288,7367
"Maryland, Washington",57904,36917,20387
"Maryland, Wicomico",37503,21998,15137
"Maryland, Worcester",25229,15349,9648
"Massachusetts, Barnstable",132148,58527,72156
"Massachusetts, Berkshire",65291,16806,47743
"Massachusetts, Bristol",232878,82524,147854
"Massachusetts, Dukes",9997,2602,7265
"Massachusetts, Essex",333233,135114,194068
"Massachusetts, Franklin",37381,11058,25550
"Massachusetts, Hampden",186639,70925,113710
"Massachusetts, Hampshire",74422,21315,51680
"Massachusetts, Middlesex",688960,237815,440862
"Massachusetts, Nantucket",5724,2040,3608
"Massachusetts, Norfolk",331137,127763,199392
"Massachusetts, Plymouth",233297,105603,125178
"Massachusetts, Suffolk",240645,54923,182592
"Massachusetts, Worcester",340636,144094,192142
"Michigan, Alcona",6531,3592,2871
"Michigan, Alger",4765,2318,2395
"Michigan, Allegan",53907,34022,19355
"Michigan, Alpena",15211,7665,7407
"Michigan, Antrim",13619,8379,5072
"Michigan, Arenac",8216,4071,4076
"Michigan, Baraga",3684,1977,1660
"Michigan, Barry",30272,18638,11312
"Michigan, Bay",57059,25448,31049
"Michigan, Benzie",9778,5284,4383
"Michigan, Berrien",74671,41076,32846
"Michigan, Branch",17967,10784,7004
"Michigan, Calhoun",62667,32093,29891
"Michigan, Cass",22697,12964,9537
"Michigan, Charlevoix",14139,8214,5729
"Michigan, Cheboygan",13887,7798,5941
"Michigan, Chippewa",16488,9122,7203
"Michigan, Clare",14226,7088,6984
"Michigan, Clinton",37807,21989,15483
"Michigan, Crawford",7235,4017,3126
"Michigan, Delta",19238,9680,9381
"Michigan, Dickinson",13549,7734,5650
"Michigan, Eaton",55755,29781,25411
"Michigan, Emmet",17372,10332,6846
"Michigan, Genesee",213775,83870,128334
"Michigan, Gladwin",13227,6770,6343
"Michigan, Gogebic",8452,3935,4421
"Michigan, Grand Traverse",46191,27446,18256
"Michigan, Gratiot",17379,9834,7377
"Michigan, Hillsdale",20216,12804,7123
"Michigan, Houghton",15851,8889,6731
"Michigan, Huron",17466,9671,7629
"Michigan, Ingham",133053,54734,76877
"Michigan, Ionia",27618,16621,10647
"Michigan, Iosco",14006,7301,6557
"Michigan, Iron",6511,3224,3215
"Michigan, Isabella",24390,11754,12334
"Michigan, Jackson",71795,40029,31025
"Michigan, Kalamazoo",119783,57147,61462
"Michigan, Kalkaska",8380,5084,3189
"Michigan, Kent",290891,171201,116909
"Michigan, Keweenaw",1439,781,630
"Michigan, Lake",5246,2503,2675
"Michigan, Lapeer",44147,25556,18086
"Michigan, Leelanau",13917,7733,6048
"Michigan, Lenawee",47012,25675,20787
"Michigan, Livingston",93742,58860,33991
"Michigan, Luce",2829,1749,1045
"Michigan, Mackinac",6599,3706,2819
"Michigan, Macomb",402410,202166,196160
"Michigan, Manistee",12740,6295,6272
"Michigan, Marquette",32488,14690,17412
"Michigan, Mason",14611,8124,6333
"Michigan, Mecosta",17581,9710,7730
"Michigan, Menominee",11419,5942,5326
"Michigan, Midland",43275,24369,18355
"Michigan, Missaukee",7421,5055,2319
"Michigan, Monroe",74132,37470,36089
"Michigan, Montcalm",26734,14968,11471
"Michigan, Montmorency",5563,3300,2196
"Michigan, Muskegon",80313,35302,44282
"Michigan, Newaygo",22873,13608,9057
"Michigan, Oakland",641977,316633,319387
"Michigan, Oceana",12297,6677,5441
"Michigan, Ogemaw",10796,5454,5215
"Michigan, Ontonagon",4192,2262,1863
"Michigan, Osceola",11188,6599,4467
"Michigan, Oscoda",4409,2570,1792
"Michigan, Otsego",12307,7470,4674
"Michigan, Ottawa",128643,92048,35552
"Michigan, Presque Isle",7516,3982,3432
"Michigan, Roscommon",14359,7364,6810
"Michigan, Saginaw",102852,47165,54887
"Michigan, Sanilac",20763,12632,7883
"Michigan, Schoolcraft",4441,2267,2137
"Michigan, Shiawassee",36651,19407,16881
"Michigan, St. Clair",79743,42740,36174
"Michigan, St. Joseph",25239,15340,9648
"Michigan, Tuscola",28338,15389,12631
"Michigan, Van Buren",34174,17634,16151
"Michigan, Washtenaw",173264,61455,109953
"Michigan, Wayne",864728,257750,600047
"Michigan, Wexford",15160,8966,6034
"Minnesota, Aitkin",9452,4768,4539
"Minnesota, Anoka",174066,91853,80226
"Minnesota, Becker",16801,9795,6756
"Minnesota, Beltrami",21131,10237,10592
"Minnesota, Benton",18384,10043,8059
"Minnesota, Big Stone",3067,1483,1536
"Minnesota, Blue Earth",33119,15737,16865
"Minnesota, Brown",13778,8395,5158
"Minnesota, Carlton",18334,6642,11462
"Minnesota, Carver",45411,28510,16456
"Minnesota, Cass",15910,8875,6835
"Minnesota, Chippewa",6606,3089,3424
"Minnesota, Chisago",28260,15705,12219
"Minnesota, Clay",27737,14365,12989
"Minnesota, Clearwater",4361,2438,1871
"Minnesota, Cook",3303,1489,1733
"Minnesota, Cottonwood",6369,3557,2726
"Minnesota, Crow Wing",33545,19106,14005
"Minnesota, Dakota",215846,108959,104635
"Minnesota, Dodge",9868,5593,4117
"Minnesota, Douglas",20309,11793,8219
"Minnesota, Faribault",8681,4794,3767
"Minnesota, Fillmore",11698,5694,5825
"Minnesota, Freeborn",17666,7681,9733
"Minnesota, Goodhue",25608,13134,12103
"Minnesota, Grant",3819,1893,1856
"Minnesota, Hennepin",646984,255135,383842
"Minnesota, Houston",11082,5631,5276
"Minnesota, Hubbard",11340,6444,4741
"Minnesota, Isanti",19313,11190,7883
"Minnesota, Itasca",24367,10705,13290
"Minnesota, Jackson",5779,3024,2652
"Minnesota, Kanabec",8248,4527,3592
"Minnesota, Kandiyohi",21349,11704,9337
"Minnesota, Kittson",2682,1307,1333
"Minnesota, Koochiching",7309,3539,3662
"Minnesota, Lake",7071,2769,4212
"Minnesota, Lake of the Woods",2400,1428,921
"Minnesota, Le Sueur",14424,7746,6466
"Minnesota, Lincoln",3342,1736,1558
"Minnesota, Lyon",12673,7203,5292
"Minnesota, Mahnomen",2508,1132,1339
"Minnesota, Marshall",5562,3187,2308
"Minnesota, Martin",11047,6311,4590
"Minnesota, McLeod",18412,11407,6712
"Minnesota, Meeker",12334,6854,5292
"Minnesota, Mille Lacs",13065,7194,5677
"Minnesota, Morrison",16758,9698,6794
"Minnesota, Mower",20222,7591,12334
"Minnesota, Murray",4998,2719,2218
"Minnesota, Nicollet",17741,8689,8797
"Minnesota, Nobles",9204,5159,3898
"Minnesota, Norman",3810,1794,1954
"Minnesota, Olmsted",71576,37371,33285
"Minnesota, Otter Tail",32178,19734,12038
"Minnesota, Pennington",7017,3767,3117
"Minnesota, Pine",14518,7033,7228
"Minnesota, Pipestone",5032,3066,1900
"Minnesota, Polk",15668,8724,6729
"Minnesota, Pope",6700,3303,3301
"Minnesota, Ramsey",272577,97096,171846
"Minnesota, Red Lake",2176,1164,963
"Minnesota, Redwood",8139,4898,3104
"Minnesota, Renville",8349,4430,3787
"Minnesota, Rice",30745,13881,16425
"Minnesota, Rock",5191,3111,2000
"Minnesota, Roseau",7911,5355,2442
"Minnesota, Scott",60639,36055,23958
"Minnesota, Sherburne",41454,25182,15816
"Minnesota, Sibley",7949,4669,3109
"Minnesota, Stearns",75577,41726,32659
"Minnesota, Steele",18695,10389,7994
"Minnesota, Stevens",5949,3030,2821
"Minnesota, Swift",5735,2481,3165
"Minnesota, Todd",12214,6945,5034
"Minnesota, Traverse",2141,1076,1026
"Minnesota, Wabasha",11835,6120,5548
"Minnesota, Wadena",7093,4214,2791
"Minnesota, Waseca",9800,5457,4179
"Minnesota, Washington",128449,65751,61395
"Minnesota, Watonwan",5583,2970,2514
"Minnesota, Wilkin",3527,2303,1169
"Minnesota, Winona",27406,12686,14231
"Minnesota, Wright",59534,36176,22618
"Minnesota, Yellow Medicine",5758,2878,2799
"Mississippi, Adams",14376,6487,7844
"Mississippi, Alcorn",14181,8605,5425
"Mississippi, Amite",7117,4106,2973
"Mississippi, Attala",7945,4882,3014
"Mississippi, Benton",4229,1962,2234
"Mississippi, Bolivar",13427,4722,8560
"Mississippi, Calhoun",6331,4096,2211
"Mississippi, Carroll",5577,3652,1897
"Mississippi, Chickasaw",8343,4193,4078
"Mississippi, Choctaw",3908,2598,1290
"Mississippi, Claiborne",5321,941,4338
"Mississippi, Clarke",7438,5027,2377
"Mississippi, Clay",9111,4333,4732
"Mississippi, Coahoma",10516,3643,6741
"Mississippi, Copiah",11272,6316,4902
"Mississippi, Covington",8194,5010,3135
"Mississippi, DeSoto",48981,35437,13247
"Mississippi, Forrest",25936,15966,9781
"Mississippi, Franklin",4473,2883,1566
"Mississippi, George",7950,6182,1715
"Mississippi, Greene",5275,3827,1419
"Mississippi, Grenada",10050,5844,4154
"Mississippi, Hancock",17550,12332,5023
"Mississippi, Harrison",61810,38781,22555
"Mississippi, Hinds",86265,34269,51370
"Mississippi, Holmes",8144,1925,6170
"Mississippi, Humphreys",4651,1626,2975
"Mississippi, Issaquena",962,437,510
"Mississippi, Itawamba",9596,6751,2771
"Mississippi, Jackson",49414,34035,15046
"Mississippi, Jasper",7926,3808,4081
"Mississippi, Jefferson",3440,627,2798
"Mississippi, Jefferson Davis",5760,2667,2955
"Mississippi, Jones",26518,19032,7344
"Mississippi, Kemper",4589,2107,2454
"Mississippi, Lafayette",15388,9004,6218
"Mississippi, Lamar",20294,16288,3876
"Mississippi, Lauderdale",29555,19395,10026
"Mississippi, Lawrence",6522,4119,2355
"Mississippi, Leake",8173,4926,3212
"Mississippi, Lee",30010,19878,9895
"Mississippi, Leflore",11684,4427,7240
"Mississippi, Lincoln",14326,9889,4372
"Mississippi, Lowndes",20748,12642,7904
"Mississippi, Madison",37148,24015,12942
"Mississippi, Marion",11732,7845,3828
"Mississippi, Marshall",14486,5932,8472
"Mississippi, Monroe",15459,9223,6149
"Mississippi, Montgomery",5396,2953,2422
"Mississippi, Neshoba",10133,7581,2515
"Mississippi, Newton",8472,6156,2274
"Mississippi, Noxubee",6020,1698,4293
"Mississippi, Oktibbeha",9742,5485,4178
"Mississippi, Panola",13330,6734,6540
"Mississippi, Pearl River",19121,14612,4392
"Mississippi, Perry",5010,3729,1259
"Mississippi, Pike",16215,8547,7578
"Mississippi, Pontotoc",11061,8375,2591
"Mississippi, Prentiss",9876,6503,3306
"Mississippi, Quitman",3416,1360,2032
"Mississippi, Rankin",53365,41971,10738
"Mississippi, Scott",10175,6364,3780
"Mississippi, Sharkey",3081,1115,1553
"Mississippi, Simpson",10077,6810,3262
"Mississippi, Smith",7106,5566,1493
"Mississippi, Stone",5630,4072,1502
"Mississippi, Sunflower",9663,3492,6057
"Mississippi, Tallahatchie",6161,2725,3377
"Mississippi, Tate",11001,6663,4279
"Mississippi, Tippah",9113,6048,2983
"Mississippi, Tishomingo",8165,5288,2775
"Mississippi, Tunica",2815,845,1934
"Mississippi, Union",10199,7422,2710
"Mississippi, Walthall",6459,3873,2550
"Mississippi, Warren",20117,11773,8244
"Mississippi, Washington",17875,7031,10562
"Mississippi, Wayne",8527,5333,3155
"Mississippi, Webster",5002,3668,1318
"Mississippi, Wilkinson",4388,1563,2794
"Mississippi, Winston",9382,5375,3960
"Mississippi, Yalobusha",5971,3278,2656
"Mississippi, Yazoo",10694,5595,4798
"Missouri, Adair",11404,6367,4938
"Missouri, Andrew",8266,5135,3069
"Missouri, Atchison",3156,2137,1005
"Missouri, Audrain",10683,6294,4318
"Missouri, Barry",13927,9599,4223
