Location,2008,total_votes,2008_democrat_votes,2008_republican_votes
"Georgia, Sumter",33012.0,12235,6454.0,5717.0
"Georgia, Talbot",6899.0,3700,2369.0,1301.0
"Georgia, Taliaferro",1820.0,990,643.0,339.0
"Georgia, Tattnall",23801.0,6714,1932.0,4730.0
"Georgia, Taylor",8945.0,3583,1536.0,2021.0
"Georgia, Telfair",16230.0,4374,1862.0,2486.0
"Georgia, Terrell",9648.0,4416,2501.0,1890.0
"Georgia, Thomas",44627.0,18459,7720.0,10642.0
"Georgia, Tift",39806.0,14257,4749.0,9431.0
"Georgia, Toombs",27345.0,9688,2964.0,6658.0
"Georgia, Towns",10485.0,5739,1391.0,4292.0
"Georgia, Treutlen",6847.0,2954,1112.0,1826.0
"Georgia, Troup",65860.0,26028,10455.0,15391.0
"Georgia, Turner",9029.0,3553,1427.0,2096.0
"Georgia, Twiggs",9442.0,4519,2402.0,2087.0
"Georgia, Union",21285.0,10634,2486.0,8013.0
"Georgia, Upson",27321.0,11421,4061.0,7291.0
"Georgia, Walker",68103.0,23542,6095.0,17110.0
"Georgia, Walton",82602.0,36026,8469.0,27253.0
"Georgia, Ware",36065.0,12416,4034.0,8311.0
"Georgia, Warren",5942.0,2660,1554.0,1087.0
"Georgia, Washington",21202.0,8863,4607.0,4216.0
"Georgia, Wayne",30042.0,10560,2858.0,7601.0
"Georgia, Webster",2710.0,1111,515.0,588.0
"Georgia, Wheeler",7018.0,2210,794.0,1408.0
"Georgia, White",26626.0,10761,2174.0,8467.0
"Georgia, Whitfield",100546.0,27677,8167.0,19230.0
"Georgia, Wilcox",9023.0,3163,978.0,2159.0
"Georgia, Wilkes",10630.0,5052,2315.0,2705.0
"Georgia, Wilkinson",9691.0,4673,2298.0,2349.0
"Georgia, Worth",21701.0,8370,2542.0,5780.0
"Hawaii, Hawaii",181506.0,66916,50819.0,14866.0
"Hawaii, Honolulu",933680.0,306813,214239.0,88164.0
"Hawaii, Kauai",65603.0,27224,20416.0,6245.0
"Hawaii, Maui",151325.0,51789,39727.0,11154.0
"Idaho, Ada",382618.0,179402,82236.0,93328.0
"Idaho, Adams",4021.0,2320,728.0,1517.0
"Idaho, Bannock",80609.0,35105,14792.0,19356.0
"Idaho, Bear Lake",6027.0,2943,502.0,2377.0
"Idaho, Benewah",9385.0,4164,1407.0,2646.0
"Idaho, Bingham",44414.0,17155,4424.0,12230.0
"Idaho, Blaine",21477.0,10571,6947.0,3439.0
"Idaho, Boise",7148.0,3773,1240.0,2433.0
"Idaho, Bonner",40966.0,19547,7840.0,11145.0
"Idaho, Bonneville",100811.0,41703,11417.0,29334.0
"Idaho, Boundary",10831.0,4733,1484.0,3078.0
"Idaho, Butte",2846.0,1410,318.0,1056.0
"Idaho, Camas",1120.0,618,187.0,422.0
"Idaho, Canyon",184996.0,64246,20147.0,42752.0
"Idaho, Caribou",6840.0,3302,553.0,2656.0
"Idaho, Cassia",22134.0,7842,1332.0,6309.0
"Idaho, Clark",981.0,375,64.0,305.0
"Idaho, Clearwater",8764.0,3906,1211.0,2569.0
"Idaho, Custer",4300.0,2352,611.0,1694.0
"Idaho, Elmore",26930.0,8436,2591.0,5665.0
"Idaho, Franklin",12570.0,5073,600.0,4246.0
"Idaho, Fremont",13112.0,5880,1065.0,4700.0
"Idaho, Gem",16941.0,7947,2166.0,5585.0
"Idaho, Gooding",15216.0,5391,1489.0,3765.0
"Idaho, Idaho",15896.0,8210,2017.0,5895.0
"Idaho, Jefferson",24696.0,10441,1641.0,8540.0
"Idaho, Jerome",21217.0,6847,1794.0,4897.0
"Idaho, Kootenai",135627.0,61932,22120.0,38387.0
"Idaho, Latah",36524.0,17714,9195.0,7988.0
"Idaho, Lemhi",7902.0,4105,1061.0,2938.0
"Idaho, Lewis",3739.0,1804,479.0,1275.0
"Idaho, Lincoln",5041.0,1870,545.0,1232.0
"Idaho, Madison",36564.0,13057,1627.0,11131.0
"Idaho, Minidoka",19393.0,6890,1630.0,5087.0
"Idaho, Nez Perce",38810.0,17823,7123.0,10357.0
"Idaho, Oneida",4201.0,2162,381.0,1724.0
"Idaho, Owyhee",11515.0,4058,944.0,3024.0
"Idaho, Payette",22618.0,8613,2415.0,5988.0
"Idaho, Power",7564.0,2842,1027.0,1754.0
"Idaho, Shoshone",13031.0,5666,2521.0,2953.0
"Idaho, Teton",9627.0,4658,2302.0,2263.0
"Idaho, Twin Falls",75143.0,28344,8621.0,19032.0
"Idaho, Valley",10060.0,5296,2405.0,2772.0
"Idaho, Washington",10095.0,4506,1241.0,3168.0
"Illinois, Adams",66943.0,30823,11794.0,18711.0
"Illinois, Alexander",8461.0,3937,2189.0,1692.0
"Illinois, Bond",17916.0,7924,3843.0,3947.0
"Illinois, Boone",54211.0,22157,11333.0,10403.0
"Illinois, Brown",6896.0,2569,986.0,1544.0
"Illinois, Bureau",35078.0,17113,8889.0,7911.0
"Illinois, Calhoun",5084.0,2699,1423.0,1221.0
"Illinois, Carroll",15638.0,7674,3965.0,3596.0
"Illinois, Cass",13660.0,5408,2690.0,2617.0
"Illinois, Champaign",197570.0,84143,48597.0,33871.0
"Illinois, Christian",34974.0,15100,6918.0,7872.0
"Illinois, Clark",16634.0,8288,3742.0,4409.0
"Illinois, Clay",13971.0,6454,2425.0,3926.0
"Illinois, Clinton",37472.0,17314,7657.0,9357.0
"Illinois, Coles",53454.0,23076,11716.0,10978.0
"Illinois, Cook",5161831.0,2137466,1629024.0,487736.0
"Illinois, Crawford",19831.0,9129,3883.0,5070.0
"Illinois, Cumberland",11100.0,5321,2055.0,3156.0
"Illinois, DeKalb",104601.0,44818,25784.0,18266.0
"Illinois, De Witt",16733.0,7801,3308.0,4348.0
"Illinois, Douglas",19970.0,8356,3228.0,5005.0
"Illinois, DuPage",909798.0,417973,228698.0,183626.0
"Illinois, Edgar",18768.0,8255,3743.0,4398.0
"Illinois, Edwards",6710.0,3350,1140.0,2137.0
"Illinois, Effingham",34173.0,16835,5262.0,11323.0
"Illinois, Fayette",22006.0,9680,3967.0,5499.0
"Illinois, Ford",14095.0,6386,2227.0,4079.0
"Illinois, Franklin",39546.0,18641,8880.0,9404.0
"Illinois, Fulton",37224.0,16323,9732.0,6251.0
"Illinois, Gallatin",5796.0,2859,1587.0,1212.0
"Illinois, Greene",13956.0,5807,2619.0,3053.0
"Illinois, Grundy",49166.0,22171,11063.0,10687.0
"Illinois, Hamilton",8454.0,4264,1796.0,2353.0
"Illinois, Hancock",19192.0,9469,4141.0,5161.0
"Illinois, Hardin",4386.0,2255,892.0,1330.0
"Illinois, Henderson",7463.0,3814,2215.0,1541.0
"Illinois, Henry",50492.0,24785,13181.0,11263.0
"Illinois, Iroquois",30228.0,13596,4643.0,8695.0
"Illinois, Jackson",59605.0,25532,15248.0,9687.0
"Illinois, Jasper",9786.0,5131,2063.0,2964.0
"Illinois, Jefferson",39277.0,17141,7462.0,9302.0
"Illinois, Jersey",23084.0,10583,5042.0,5329.0
"Illinois, Jo Daviess",22715.0,11750,6403.0,5170.0
"Illinois, Johnson",12671.0,5901,1871.0,3912.0
"Illinois, Kane",504437.0,193299,106756.0,83963.0
"Illinois, Kankakee",112658.0,48016,24750.0,22527.0
"Illinois, Kendall",108559.0,46631,24742.0,21380.0
"Illinois, Knox",52836.0,23988,14191.0,9419.0
"Illinois, Lake",697369.0,299105,177242.0,118545.0
"Illinois, LaSalle",114171.0,50185,27443.0,21872.0
"Illinois, Lawrence",16935.0,6536,3016.0,3403.0
"Illinois, Lee",36272.0,16318,7765.0,8258.0
"Illinois, Livingston",39071.0,15625,6189.0,9191.0
"Illinois, Logan",30513.0,12896,5250.0,7429.0
"Illinois, McDonough",32615.0,13042,6783.0,6055.0
"Illinois, McHenry",307246.0,139268,72288.0,64845.0
"Illinois, McLean",166825.0,75750,37689.0,36767.0
"Illinois, Macon",110588.0,51216,25487.0,24948.0
"Illinois, Macoupin",48092.0,22373,12090.0,9891.0
"Illinois, Madison",268232.0,128334,68979.0,57177.0
"Illinois, Marion",39794.0,17364,8345.0,8691.0
"Illinois, Marshall",12725.0,6333,3081.0,3145.0
"Illinois, Mason",14962.0,6808,3542.0,3141.0
"Illinois, Massac",15408.0,7186,2693.0,4371.0
"Illinois, Menard",12780.0,6464,2706.0,3672.0
"Illinois, Mercer",16650.0,8848,4887.0,3833.0
"Illinois, Monroe",32533.0,18083,7953.0,9881.0
"Illinois, Montgomery",30276.0,12871,6491.0,6150.0
"Illinois, Morgan",35761.0,15353,7467.0,7591.0
"Illinois, Moultrie",14743.0,6260,2668.0,3471.0
"Illinois, Ogle",53802.0,24850,11253.0,13144.0
"Illinois, Peoria",184803.0,81704,45906.0,34579.0
"Illinois, Perry",22434.0,9995,4701.0,5086.0
"Illinois, Piatt",16716.0,8999,3859.0,4991.0
"Illinois, Pike",16615.0,7616,3024.0,4457.0
"Illinois, Pope",4393.0,2231,845.0,1343.0
"Illinois, Pulaski",6198.0,3270,1638.0,1593.0
"Illinois, Putnam",5989.0,3337,1900.0,1378.0
"Illinois, Randolph",33584.0,15202,7395.0,7538.0
"Illinois, Richland",16061.0,7650,3181.0,4329.0
"Illinois, Rock Island",147501.0,68401,42210.0,25364.0
"Illinois, St. Clair",266518.0,125744,76160.0,47958.0
"Illinois, Saline",25140.0,11428,5083.0,6099.0
"Illinois, Sangamon",195094.0,99828,51300.0,46945.0
"Illinois, Schuyler",7543.0,3823,1900.0,1833.0
"Illinois, Scott",5373.0,2600,1090.0,1455.0
"Illinois, Shelby",22398.0,10868,4245.0,6396.0
"Illinois, Stark",6109.0,2907,1357.0,1513.0
"Illinois, Stephenson",47805.0,21605,11349.0,9909.0
"Illinois, Tazewell",133893.0,63854,29384.0,33247.0
"Illinois, Union",17965.0,9116,3918.0,5003.0
"Illinois, Vermilion",81930.0,32872,16246.0,16054.0
"Illinois, Wabash",12158.0,5782,2462.0,3254.0
"Illinois, Warren",17665.0,8029,4286.0,3637.0
"Illinois, Washington",14855.0,7932,3342.0,4473.0
"Illinois, Wayne",16930.0,8071,2547.0,5390.0
"Illinois, White",14868.0,7453,3315.0,3987.0
"Illinois, Whiteside",58784.0,26906,15607.0,10883.0
"Illinois, Will",671392.0,286420,160406.0,122597.0
"Illinois, Williamson",65674.0,30821,12914.0,17387.0
"Illinois, Winnebago",295726.0,126031,70034.0,53886.0
"Illinois, Woodford",38452.0,19483,6999.0,12191.0
"Indiana, Adams",34214.0,13513,4928.0,8404.0
"Indiana, Allen",351264.0,150324,71263.0,77793.0
"Indiana, Bartholomew",76080.0,31043,13567.0,17067.0
"Indiana, Benton",8801.0,3814,1563.0,2183.0
"Indiana, Blackford",12971.0,5441,2677.0,2690.0
"Indiana, Boone",54648.0,26647,9752.0,16622.0
"Indiana, Brown",15274.0,8055,3854.0,4060.0
"Indiana, Carroll",20114.0,8736,3736.0,4858.0
"Indiana, Cass",39070.0,15653,7011.0,8346.0
"Indiana, Clark",107406.0,47725,21953.0,25326.0
"Indiana, Clay",27058.0,11395,4954.0,6267.0
"Indiana, Clinton",33352.0,12392,5307.0,6919.0
"Indiana, Crawford",10792.0,4744,2286.0,2393.0
"Indiana, Daviess",30947.0,10586,3370.0,7098.0
"Indiana, Dearborn",49643.0,22217,7123.0,14886.0
"Indiana, Decatur",25600.0,10488,3892.0,6449.0
"Indiana, DeKalb",42033.0,17149,7175.0,9780.0
"Indiana, Delaware",117007.0,49863,28384.0,20916.0
"Indiana, Dubois",41955.0,18565,8748.0,9526.0
"Indiana, Elkhart",197762.0,71458,31398.0,39396.0
"Indiana, Fayette",24384.0,9462,4389.0,4917.0
"Indiana, Floyd",73775.0,36537,16263.0,19957.0
"Indiana, Fountain",17356.0,7410,3094.0,4158.0
"Indiana, Franklin",23330.0,10610,3404.0,7018.0
"Indiana, Fulton",20670.0,9006,3702.0,5147.0
"Indiana, Gibson",33331.0,15095,6455.0,8449.0
"Indiana, Grant",70250.0,26299,11293.0,14734.0
"Indiana, Greene",32977.0,13629,5709.0,7691.0
"Indiana, Hamilton",261974.0,129064,49704.0,78401.0
"Indiana, Hancock",68107.0,34253,11874.0,22008.0
"Indiana, Harrison",38628.0,18091,7288.0,10551.0
"Indiana, Hendricks",140710.0,64955,24548.0,39728.0
"Indiana, Henry",49420.0,21319,10059.0,10896.0
"Indiana, Howard",83472.0,38624,17871.0,20248.0
"Indiana, Huntington",37244.0,16328,5843.0,10291.0
"Indiana, Jackson",41705.0,17374,7354.0,9726.0
"Indiana, Jasper",33155.0,12875,5044.0,7669.0
"Indiana, Jay",21467.0,8315,3748.0,4401.0
"Indiana, Jefferson",32586.0,13490,6255.0,7053.0
"Indiana, Jennings",28480.0,11839,5312.0,6261.0
"Indiana, Johnson",136933.0,58644,21553.0,36487.0
"Indiana, Knox",38497.0,16424,7569.0,8639.0
"Indiana, Kosciusko",77091.0,30134,9236.0,20488.0
"Indiana, LaGrange",37181.0,9491,3663.0,5702.0
"Indiana, Lake",495479.0,208757,139301.0,67742.0
"Indiana, LaPorte",111267.0,46919,28258.0,17918.0
"Indiana, Lawrence",46233.0,18534,7208.0,11018.0
"Indiana, Madison",131537.0,57340,30152.0,26403.0
"Indiana, Marion",889504.0,379362,241987.0,134313.0
"Indiana, Marshall",47012.0,18550,7889.0,10406.0
"Indiana, Martin",10304.0,4903,1706.0,3122.0
"Indiana, Miami",37281.0,14113,5564.0,8312.0
"Indiana, Monroe",134401.0,63215,41450.0,21118.0
"Indiana, Montgomery",38204.0,15285,6013.0,9060.0
"Indiana, Morgan",68964.0,28811,10330.0,18129.0
"Indiana, Newton",14348.0,6045,2625.0,3301.0
"Indiana, Noble",47561.0,16974,7064.0,9673.0
"Indiana, Ohio",6069.0,2918,1158.0,1713.0
"Indiana, Orange",19837.0,8086,3390.0,4536.0
"Indiana, Owen",21763.0,8170,3570.0,4415.0
"Indiana, Parke",17488.0,6964,2924.0,3909.0
"Indiana, Perry",19340.0,8490,5141.0,3202.0
"Indiana, Pike",13047.0,6028,2700.0,3221.0
"Indiana, Porter",162538.0,73916,39178.0,33857.0
"Indiana, Posey",26080.0,12771,5828.0,6804.0
"Indiana, Pulaski",13646.0,5964,2466.0,3388.0
"Indiana, Putnam",38325.0,14646,6334.0,8086.0
"Indiana, Randolph",26300.0,10808,4839.0,5788.0
"Indiana, Ripley",28605.0,12188,4187.0,7794.0
"Indiana, Rush",17543.0,7629,3229.0,4271.0
"Indiana, St. Joseph",267282.0,118389,68710.0,48510.0
"Indiana, Scott",24089.0,8877,4271.0,4445.0
"Indiana, Shelby",44345.0,17574,6987.0,10333.0
"Indiana, Spencer",20978.0,10181,5039.0,5001.0
"Indiana, Starke",23379.0,9466,4778.0,4473.0
"Indiana, Steuben",34055.0,14146,6284.0,7674.0
"Indiana, Sullivan",21550.0,8782,4284.0,4343.0
"Indiana, Switzerland",10387.0,3640,1638.0,1940.0
"Indiana, Tippecanoe",169039.0,68436,37781.0,29822.0
"Indiana, Tipton",16137.0,7827,3250.0,4452.0
"Indiana, Union",7428.0,3348,1224.0,2061.0
"Indiana, Vanderburgh",178053.0,77656,39423.0,37512.0
"Indiana, Vermillion",16387.0,7135,4003.0,3010.0
"Indiana, Vigo",106972.0,43706,25040.0,18121.0
"Indiana, Wabash",33238.0,13871,5456.0,8238.0
"Indiana, Warren",8602.0,3998,1755.0,2166.0
"Indiana, Warrick",58435.0,28665,12329.0,16013.0
"Indiana, Washington",28298.0,11305,4562.0,6519.0
"Indiana, Wayne",69093.0,28562,13459.0,14558.0
"Indiana, Wells",27751.0,13073,4403.0,8504.0
"Indiana, White",24871.0,10767,4839.0,5731.0
"Indiana, Whitley",33047.0,15188,5862.0,9124.0
"Iowa, Adair",7747.0,4053,1924.0,2060.0
"Iowa, Adams",4151.0,2206,1118.0,1046.0
"Iowa, Allamakee",14325.0,7059,3971.0,2965.0
"Iowa, Appanoose",12950.0,6176,2970.0,3086.0
"Iowa, Audubon",6200.0,3435,1739.0,1634.0
"Iowa, Benton",26097.0,13712,7058.0,6447.0
"Iowa, Black Hawk",129203.0,64775,39184.0,24662.0
"Iowa, Boone",26454.0,13929,7356.0,6293.0
"Iowa, Bremer",24162.0,12871,6940.0,5741.0
"Iowa, Buchanan",21154.0,10338,6050.0,4139.0
"Iowa, Buena Vista",19855.0,8418,4075.0,4223.0
"Iowa, Butler",14957.0,7166,3364.0,3700.0
"Iowa, Calhoun",9845.0,5195,2341.0,2741.0
"Iowa, Carroll",20742.0,10387,5302.0,4922.0
"Iowa, Cass",13935.0,7350,3211.0,4006.0
"Iowa, Cedar",18460.0,9665,5221.0,4289.0
"Iowa, Cerro Gordo",44285.0,24140,14405.0,9375.0
"Iowa, Cherokee",12014.0,6365,2890.0,3372.0
"Iowa, Chickasaw",12471.0,6583,3923.0,2557.0
"Iowa, Clarke",9217.0,4443,2218.0,2118.0
"Iowa, Clay",16697.0,8398,3925.0,4355.0
"Iowa, Clayton",18209.0,8989,5195.0,3651.0
"Iowa, Clinton",49303.0,24719,15018.0,9324.0
"Iowa, Crawford",16881.0,7191,3715.0,3345.0
"Iowa, Dallas",62144.0,32640,15149.0,16954.0
"Iowa, Davis",8675.0,3815,1680.0,2029.0
"Iowa, Decatur",8457.0,4102,1986.0,2020.0
"Iowa, Delaware",17840.0,8901,4649.0,4113.0
"Iowa, Des Moines",40235.0,20570,12462.0,7721.0
"Iowa, Dickinson",16690.0,9906,4625.0,5162.0
"Iowa, Dubuque",92519.0,47953,28611.0,18651.0
"Iowa, Emmet",10448.0,5015,2570.0,2373.0
"Iowa, Fayette",20910.0,10259,5908.0,4205.0
"Iowa, Floyd",16331.0,8091,4822.0,3051.0
"Iowa, Franklin",10690.0,5148,2575.0,2501.0
"Iowa, Fremont",7489.0,3894,1848.0,1989.0
"Iowa, Greene",9415.0,4804,2371.0,2349.0
"Iowa, Grundy",12359.0,6828,2790.0,3945.0
"Iowa, Guthrie",11038.0,5847,2625.0,3074.0
"Iowa, Hamilton",15863.0,8078,4018.0,3913.0
"Iowa, Hancock",11525.0,5930,2805.0,3016.0
"Iowa, Hardin",17690.0,8859,4393.0,4315.0
"Iowa, Harrison",14946.0,7578,3555.0,3909.0
"Iowa, Henry",20307.0,9377,4349.0,4822.0
"Iowa, Howard",9625.0,4728,2941.0,1722.0
"Iowa, Humboldt",9911.0,5122,2160.0,2895.0
"Iowa, Ida",7215.0,3547,1454.0,2036.0
"Iowa, Iowa",16337.0,8546,4202.0,4188.0
"Iowa, Jackson",19919.0,9955,6102.0,3673.0
"Iowa, Jasper",37103.0,19421,10250.0,8794.0
"Iowa, Jefferson",16607.0,8631,5070.0,3324.0
"Iowa, Johnson",127113.0,72975,51027.0,20732.0
"Iowa, Jones",20848.0,10004,5446.0,4405.0
"Iowa, Keokuk",10620.0,5361,2518.0,2712.0
"Iowa, Kossuth",15685.0,9097,4625.0,4329.0
"Iowa, Lee",35819.0,17224,9821.0,7062.0
"Iowa, Linn",208558.0,113355,68037.0,43626.0
"Iowa, Louisa",11830.0,4920,2523.0,2314.0
"Iowa, Lucas",9137.0,4471,2029.0,2330.0
"Iowa, Lyon",11545.0,6217,1675.0,4471.0
"Iowa, Madison",15517.0,8480,3733.0,4579.0
"Iowa, Mahaska",22483.0,10932,4464.0,6271.0
"Iowa, Marion",33515.0,17030,7421.0,9256.0
"Iowa, Marshall",40151.0,18657,10023.0,8278.0
"Iowa, Mills",15214.0,7282,2976.0,4183.0
"Iowa, Mitchell",10815.0,5766,3179.0,2469.0
"Iowa, Monona",9350.0,4796,2295.0,2411.0
"Iowa, Monroe",7904.0,3873,1798.0,2000.0
"Iowa, Montgomery",10823.0,5287,2326.0,2887.0
"Iowa, Muscatine",42515.0,19119,10920.0,7929.0
"Iowa, O'Brien",14332.0,7333,2338.0,4894.0
"Iowa, Osceola",6617.0,3127,1037.0,2027.0
"Iowa, Page",16083.0,7356,2900.0,4351.0
"Iowa, Palo Alto",9486.0,4806,2428.0,2294.0
"Iowa, Plymouth",24898.0,12512,4629.0,7765.0
"Iowa, Pocahontas",7510.0,4011,1800.0,2138.0
"Iowa, Polk",419495.0,214386,120984.0,89668.0
"Iowa, Pottawattamie",91781.0,42320,20436.0,21237.0
"Iowa, Poweshiek",19025.0,10031,5519.0,4340.0
"Iowa, Ringgold",5164.0,2689,1236.0,1401.0
"Iowa, Sac",10475.0,5053,2256.0,2705.0
"Iowa, Scott",161824.0,86371,48927.0,36365.0
"Iowa, Shelby",12338.0,6453,2863.0,3488.0
"Iowa, Sioux",33364.0,16664,3030.0,13490.0
"Iowa, Story",87831.0,46575,26548.0,18995.0
"Iowa, Tama",17986.0,8850,4899.0,3820.0
"Iowa, Taylor",6348.0,3026,1347.0,1607.0
"Iowa, Union",12447.0,5909,3000.0,2781.0
"Iowa, Van Buren",7699.0,3608,1546.0,1986.0
"Iowa, Wapello",35381.0,15931,8820.0,6663.0
"Iowa, Warren",45450.0,24880,12299.0,12144.0
"Iowa, Washington",21686.0,10626,5170.0,5247.0
"Iowa, Wayne",6373.0,2980,1357.0,1565.0
"Iowa, Webster",38273.0,18554,9917.0,8337.0
"Iowa, Winnebago",10927.0,6082,3254.0,2730.0
"Iowa, Winneshiek",20980.0,11280,6829.0,4273.0
"Iowa, Woodbury",100910.0,44801,21983.0,22219.0
"Iowa, Worth",7632.0,4257,2567.0,1612.0
"Iowa, Wright",13375.0,6395,3102.0,3198.0
"Kansas, Allen",13422.0,5855,2189.0,3552.0
"Kansas, Anderson",8158.0,3626,1175.0,2362.0
"Kansas, Atchison",16820.0,7191,3241.0,3791.0
"Kansas, Barber",4844.0,2462,598.0,1833.0
"Kansas, Barton",27314.0,11057,3027.0,7802.0
"Kansas, Bourbon",15127.0,6781,2394.0,4240.0
"Kansas, Brown",9988.0,4376,1317.0,2985.0
"Kansas, Butler",64941.0,27873,9159.0,18155.0
"Kansas, Chase",2810.0,1384,383.0,976.0
"Kansas, Chautauqua",3735.0,1852,401.0,1418.0
"Kansas, Cherokee",21720.0,9665,3594.0,5886.0
"Kansas, Cheyenne",2778.0,1498,323.0,1148.0
"Kansas, Clark",2225.0,1159,245.0,897.0
"Kansas, Clay",8618.0,4054,1009.0,2998.0
"Kansas, Cloud",9541.0,4451,1233.0,3121.0
"Kansas, Coffey",8563.0,4232,1121.0,3054.0
"Kansas, Comanche",1902.0,974,194.0,765.0
"Kansas, Cowley",36284.0,13787,5012.0,8492.0
"Kansas, Crawford",38997.0,16075,7957.0,7735.0
"Kansas, Decatur",2992.0,1548,343.0,1189.0
"Kansas, Dickinson",19862.0,8667,2422.0,6081.0
"Kansas, Doniphan",8003.0,3564,1115.0,2372.0
"Kansas, Douglas",109010.0,53398,34398.0,17929.0
"Kansas, Edwards",3058.0,1357,333.0,995.0
"Kansas, Elk",2954.0,1434,363.0,1042.0
"Kansas, Ellis",28010.0,12447,4010.0,8207.0
"Kansas, Ellsworth",6471.0,2938,851.0,2021.0
"Kansas, Finney",35461.0,10354,3275.0,6926.0
"Kansas, Ford",32187.0,8864,2991.0,5730.0
"Kansas, Franklin",25851.0,11739,4433.0,7079.0
"Kansas, Geary",30276.0,8094,3491.0,4492.0
"Kansas, Gove",2646.0,1418,261.0,1136.0
"Kansas, Graham",2669.0,1423,325.0,1060.0
"Kansas, Grant",7674.0,2661,635.0,1995.0
"Kansas, Gray",5821.0,2119,436.0,1643.0
"Kansas, Greeley",1247.0,745,151.0,591.0
"Kansas, Greenwood",6817.0,2279,622.0,1619.0
"Kansas, Hamilton",2638.0,1096,233.0,844.0
"Kansas, Harper",6063.0,2796,736.0,1999.0
"Kansas, Harvey",33994.0,15613,6318.0,9006.0
"Kansas, Haskell",4153.0,1570,278.0,1277.0
"Kansas, Hodgeman",1949.0,1096,211.0,865.0
"Kansas, Jackson",13235.0,6253,2308.0,3811.0
"Kansas, Jefferson",19072.0,8950,3542.0,5220.0
"Kansas, Jewell",3137.0,1584,313.0,1231.0
"Kansas, Johnson",532175.0,283432,127091.0,152627.0
"Kansas, Kearny",3909.0,1482,309.0,1159.0
"Kansas, Kingman",7892.0,3664,963.0,2603.0
"Kansas, Kiowa",2418.0,1135,200.0,912.0
"Kansas, Labette",21786.0,9031,3839.0,5001.0
"Kansas, Lane",1756.0,1027,193.0,814.0
"Kansas, Leavenworth",74560.0,30591,13255.0,16791.0
"Kansas, Lincoln",3333.0,1586,347.0,1204.0
"Kansas, Linn",9731.0,4617,1425.0,3086.0
"Kansas, Logan",2779.0,1440,225.0,1187.0
"Kansas, Lyon",35591.0,12911,5924.0,6698.0
"Kansas, McPherson",29095.0,13386,4218.0,8937.0
"Kansas, Marion",12639.0,6059,1801.0,4159.0
"Kansas, Marshall",10174.0,5036,1784.0,3157.0
"Kansas, Meade",4497.0,1931,357.0,1540.0
"Kansas, Miami",32131.0,15377,5742.0,9382.0
"Kansas, Mitchell",6370.0,3203,701.0,2440.0
"Kansas, Montgomery",35538.0,13907,4338.0,9309.0
"Kansas, Morris",5999.0,2841,907.0,1875.0
"Kansas, Morton",3227.0,1402,229.0,1153.0
"Kansas, Nemaha",10259.0,5359,1432.0,3817.0
"Kansas, Neosho",16587.0,7192,2563.0,4473.0
"Kansas, Ness",3127.0,1525,289.0,1207.0
"Kansas, Norton",5702.0,2415,497.0,1878.0
"Kansas, Osage",16439.0,7544,2534.0,4820.0
"Kansas, Osborne",3867.0,1930,403.0,1490.0
"Kansas, Ottawa",6137.0,3086,704.0,2323.0
"Kansas, Pawnee",6859.0,2879,882.0,1946.0
"Kansas, Phillips",5586.0,2667,525.0,2105.0
"Kansas, Pottawatomie",20884.0,9837,2599.0,6929.0
"Kansas, Pratt",9684.0,4190,1294.0,2822.0
"Kansas, Rawlins",2592.0,1549,273.0,1247.0
"Kansas, Reno",63974.0,26512,9916.0,16112.0
"Kansas, Republic",5067.0,2671,640.0,1978.0
"Kansas, Rice",10175.0,4021,1163.0,2780.0
"Kansas, Riley",69444.0,22997,10495.0,12111.0
"Kansas, Rooks",5254.0,2588,468.0,2068.0
"Kansas, Rush",3310.0,1781,504.0,1225.0
"Kansas, Russell",6869.0,3293,736.0,2509.0
"Kansas, Saline",54811.0,22788,8186.0,14165.0
"Kansas, Scott",4729.0,2179,321.0,1823.0
"Kansas, Sedgwick",486077.0,192733,82337.0,106849.0
"Kansas, Seward",22522.0,5336,1493.0,3791.0
"Kansas, Shawnee",175449.0,84177,41235.0,41476.0
"Kansas, Sheridan",2605.0,1376,254.0,1108.0
"Kansas, Sherman",6017.0,2704,688.0,1959.0
"Kansas, Smith",3909.0,2204,446.0,1719.0
"Kansas, Stafford",4404.0,2074,542.0,1495.0
"Kansas, Stanton",2169.0,827,188.0,628.0
"Kansas, Stevens",5440.0,2127,283.0,1815.0
"Kansas, Sumner",24238.0,10337,3353.0,6737.0
"Kansas, Thomas",7685.0,3673,787.0,2837.0
"Kansas, Trego",2943.0,1671,420.0,1225.0
"Kansas, Wabaunsee",7077.0,3521,1036.0,2395.0
"Kansas, Wallace",1447.0,804,96.0,690.0
"Kansas, Washington",5848.0,2980,659.0,2248.0
"Kansas, Wichita",2222.0,1019,163.0,840.0
"Kansas, Wilson",9592.0,4121,1170.0,2850.0
"Kansas, Woodson",3347.0,1599,512.0,1055.0
"Kansas, Wyandotte",155092.0,57169,39865.0,16506.0
"Kentucky, Adair",18541.0,7298,1668.0,5512.0
"Kentucky, Allen",19838.0,7390,2024.0,5258.0
"Kentucky, Anderson",21088.0,10552,3462.0,6885.0
"Kentucky, Ballard",8265.0,4060,1427.0,2537.0
"Kentucky, Barren",41797.0,16807,5434.0,11133.0
"Kentucky, Bath",11647.0,4543,2210.0,2234.0
"Kentucky, Bell",28836.0,9598,2782.0,6681.0
"Kentucky, Boone",115262.0,50774,16292.0,33812.0
