Location,Total_Votes_2016,2016_republican_votes,2016_democrat_votes
"Missouri, Bates",8023,6001,1618
"Missouri, Benton",9312,7213,2025
"Missouri, Bollinger",5676,4827,705
"Missouri, Boone",83868,36200,41125
"Missouri, Buchanan",35659,21320,12013
"Missouri, Butler",17259,13650,3036
"Missouri, Caldwell",4312,3232,838
"Missouri, Callaway",19193,13057,4989
"Missouri, Camden",22514,16944,4768
"Missouri, Cape Girardeau",37038,27017,8492
"Missouri, Carroll",4361,3480,745
"Missouri, Carter",2844,2324,436
"Missouri, Cass",50990,33098,14846
"Missouri, Cedar",6288,5021,1011
"Missouri, Chariton",3969,2950,888
"Missouri, Christian",41531,30946,8508
"Missouri, Clark",3215,2458,724
"Missouri, Clay",110176,57476,45304
"Missouri, Clinton",10208,7067,2572
"Missouri, Cole",37374,24616,10913
"Missouri, Cooper",7986,5624,1932
"Missouri, Crawford",9696,7724,1824
"Missouri, Dade",3951,3184,637
"Missouri, Dallas",7453,5895,1272
"Missouri, Daviess",3593,2767,730
"Missouri, DeKalb",4594,3540,824
"Missouri, Dent",6791,5600,978
"Missouri, Douglas",6666,5486,984
"Missouri, Dunklin",10578,8026,2360
"Missouri, Franklin",50113,35430,12341
"Missouri, Gasconade",7445,5670,1520
"Missouri, Gentry",3043,2304,605
"Missouri, Greene",129231,78035,42728
"Missouri, Grundy",4310,3462,780
"Missouri, Harrison",3689,2965,574
"Missouri, Henry",9866,7075,2357
"Missouri, Hickory",4724,3542,1016
"Missouri, Holt",2355,1926,347
"Missouri, Howard",4868,3277,1283
"Missouri, Howell",17455,13893,2881
"Missouri, Iron",4269,3173,933
"Missouri, Jackson",173275,91557,71237
"Missouri, Jasper",48326,35070,10572
"Missouri, Jefferson",106238,69036,31568
"Missouri, Johnson",21132,13719,5930
"Missouri, Knox",1870,1416,379
"Missouri, Laclede",16051,12881,2553
"Missouri, Lafayette",15876,10988,4053
"Missouri, Lawrence",16715,13089,2901
"Missouri, Lewis",4456,3344,934
"Missouri, Lincoln",24962,18159,5575
"Missouri, Linn",5587,4088,1240
"Missouri, Livingston",6421,4879,1265
"Missouri, Macon",7621,5798,1548
"Missouri, Madison",5321,4102,1005
"Missouri, Maries",4500,3561,794
"Missouri, Marion",12938,9419,2994
"Missouri, McDonald",8242,6599,1329
"Missouri, Mercer",1745,1486,216
"Missouri, Miller",11416,9285,1750
"Missouri, Mississippi",5169,3600,1458
"Missouri, Moniteau",6830,5347,1237
"Missouri, Monroe",4156,3159,853
"Missouri, Montgomery",5429,4127,1119
"Missouri, Morgan",8821,6760,1768
"Missouri, New Madrid",7357,5270,1933
"Missouri, Newton",26606,20553,4990
"Missouri, Nodaway",9458,6380,2529
"Missouri, Oregon",4668,3671,865
"Missouri, Osage",7090,5856,998
"Missouri, Ozark",4505,3639,724
"Missouri, Pemiscot",6027,3964,1947
"Missouri, Perry",8740,6908,1520
"Missouri, Pettis",18111,12810,4324
"Missouri, Phelps",18553,12709,4766
"Missouri, Pike",7382,5274,1806
"Missouri, Platte",48885,25933,20057
"Missouri, Polk",13763,10438,2631
"Missouri, Pulaski",13488,9876,2922
"Missouri, Putnam",2346,1936,353
"Missouri, Ralls",5266,3969,1138
"Missouri, Randolph",10309,7529,2283
"Missouri, Ray",10869,7104,3090
"Missouri, Reynolds",3038,2406,540
"Missouri, Ripley",5524,4522,830
"Missouri, Saline",9274,5977,2789
"Missouri, Schuyler",1936,1505,354
"Missouri, Scotland",1968,1525,365
"Missouri, Scott",17256,13168,3575
"Missouri, Shannon",3904,2966,776
"Missouri, Shelby",3255,2524,606
"Missouri, St. Charles",201005,121650,68626
"Missouri, St. Clair",4630,3501,936
"Missouri, St. Francois",24728,17468,6250
"Missouri, Ste. Genevieve",8469,5496,2542
"Missouri, Stoddard",13291,11079,1876
"Missouri, Stone",16567,13158,2887
"Missouri, Sullivan",2486,1884,526
"Missouri, Taney",23515,18276,4373
"Missouri, Texas",10956,8875,1728
"Missouri, Vernon",8599,6533,1707
"Missouri, Warren",15784,11111,3915
"Missouri, Washington",9282,7048,1926
"Missouri, Wayne",5655,4658,948
"Missouri, Webster",16743,12840,3177
"Missouri, Worth",1046,808,195
"Missouri, Wright",8119,6707,1170
"Montana, Beaverhead",4849,3353,1143
"Montana, Big Horn",4237,1853,2094
"Montana, Blaine",2684,1268,1202
"Montana, Broadwater",3133,2348,573
"Montana, Carbon",5991,3748,1828
"Montana, Carter",786,678,70
"Montana, Cascade",34571,19632,12175
"Montana, Chouteau",2603,1679,732
"Montana, Custer",5185,3657,1176
"Montana, Daniels",962,730,168
"Montana, Dawson",4374,3320,787
"Montana, Deer Lodge",4206,1763,2058
"Montana, Fallon",1484,1279,154
"Montana, Fergus",5840,4269,1202
"Montana, Flathead",46571,30240,13293
"Montana, Gallatin",53819,23802,24246
"Montana, Garfield",718,653,34
"Montana, Glacier",5075,1620,3121
"Montana, Golden Valley",474,365,71
"Montana, Granite",1777,1192,472
"Montana, Hill",6445,3478,2371
"Montana, Jefferson",6714,4177,1998
"Montana, Judith Basin",1208,872,235
"Montana, Lake",13181,7530,4776
"Montana, Lewis and Clark",34478,16895,14478
"Montana, Liberty",961,698,206
"Montana, Lincoln",9330,6729,2041
"Montana, Madison",4778,3297,1180
"Montana, McCone",1060,862,154
"Montana, Meagher",977,729,193
"Montana, Mineral",2012,1330,519
"Montana, Missoula",59203,22250,31543
"Montana, Musselshell",2441,1967,332
"Montana, Park",9359,4980,3595
"Montana, Petroleum",322,278,30
"Montana, Phillips",2171,1723,318
"Montana, Pondera",2723,1799,738
"Montana, Powder River",1053,884,127
"Montana, Powell",2794,2029,551
"Montana, Prairie",689,556,100
"Montana, Ravalli",22556,14810,6223
"Montana, Richland",4871,3908,671
"Montana, Roosevelt",3652,1797,1560
"Montana, Rosebud",3453,2253,987
"Montana, Sanders",5953,4286,1218
"Montana, Sheridan",1835,1241,477
"Montana, Silver Bow",16452,6376,8619
"Montana, Stillwater",4873,3661,908
"Montana, Sweet Grass",2107,1595,402
"Montana, Teton",3188,2170,808
"Montana, Toole",2037,1497,402
"Montana, Treasure",443,351,59
"Montana, Valley",3894,2698,886
"Montana, Wheatland",946,702,179
"Montana, Wibaux",541,463,55
"Montana, Yellowstone",69108,40920,22171
"Nebraska, Adams",13513,9287,3302
"Nebraska, Antelope",3281,2732,383
"Nebraska, Arthur",273,244,17
"Nebraska, Banner",402,357,19
"Nebraska, Blaine",317,276,30
"Nebraska, Boone",2905,2299,414
"Nebraska, Box Butte",4924,3617,965
"Nebraska, Boyd",1156,983,128
"Nebraska, Brown",1597,1385,153
"Nebraska, Buffalo",21129,14569,4763
"Nebraska, Burt",3558,2367,930
"Nebraska, Butler",3981,3079,691
"Nebraska, Cass",12933,8452,3484
"Nebraska, Cedar",4420,3532,571
"Nebraska, Chase",1898,1648,171
"Nebraska, Cherry",3118,2623,317
"Nebraska, Cheyenne",4711,3665,711
"Nebraska, Clay",3065,2422,477
"Nebraska, Colfax",3214,2171,859
"Nebraska, Cuming",4074,3122,719
"Nebraska, Custer",5652,4695,641
"Nebraska, Dakota",6279,3616,2314
"Nebraska, Dawes",3676,2632,801
"Nebraska, Dawson",8635,5984,2136
"Nebraska, Deuel",984,809,120
"Nebraska, Dixon",2782,2041,556
"Nebraska, Dodge",15529,9933,4544
"Nebraska, Douglas",240433,108077,113798
"Nebraska, Dundy",953,823,89
"Nebraska, Fillmore",2941,2130,613
"Nebraska, Franklin",1673,1347,250
"Nebraska, Frontier",1328,1110,161
"Nebraska, Furnas",2340,1921,304
"Nebraska, Gage",10048,6380,2935
"Nebraska, Garden",1075,869,153
"Nebraska, Garfield",980,821,121
"Nebraska, Gosper",1010,794,166
"Nebraska, Grant",405,367,20
"Nebraska, Greeley",1175,912,210
"Nebraska, Hall",22060,14408,6282
"Nebraska, Hamilton",5004,3783,878
"Nebraska, Harlan",1832,1496,254
"Nebraska, Hayes",514,472,30
"Nebraska, Hitchcock",1468,1232,161
"Nebraska, Holt",5118,4354,531
"Nebraska, Hooker",417,355,40
"Nebraska, Howard",2994,2284,544
"Nebraska, Jefferson",3494,2399,837
"Nebraska, Johnson",2089,1355,563
"Nebraska, Kearney",3296,2531,550
"Nebraska, Keith",4034,3235,571
"Nebraska, Keya Paha",479,460,40
"Nebraska, Kimball",1677,1330,230
"Nebraska, Knox",4115,3188,720
"Nebraska, Lancaster",136223,61588,61898
"Nebraska, Lincoln",16131,12164,2913
"Nebraska, Logan",453,400,32
"Nebraska, Loup",385,323,48
"Nebraska, Madison",14343,10628,2711
"Nebraska, McPherson",287,257,14
"Nebraska, Merrick",3788,2926,602
"Nebraska, Morrill",2209,1802,284
"Nebraska, Nance",1621,1261,281
"Nebraska, Nemaha",3161,2116,785
"Nebraska, Nuckolls",2205,1726,353
"Nebraska, Otoe",7457,4860,2025
"Nebraska, Pawnee",1327,974,279
"Nebraska, Perkins",1455,1217,161
"Nebraska, Phelps",4695,3849,572
"Nebraska, Pierce",3630,3052,382
"Nebraska, Platte",14433,10965,2646
"Nebraska, Polk",2582,2028,413
"Nebraska, Red Willow",5170,4258,645
"Nebraska, Richardson",3805,2769,818
"Nebraska, Rock",798,687,70
"Nebraska, Saline",5136,3004,1733
"Nebraska, Sarpy",80580,45143,28033
"Nebraska, Saunders",10860,7555,2523
"Nebraska, Scotts Bluff",14317,10076,3207
"Nebraska, Seward",7922,5454,1875
"Nebraska, Sheridan",2608,2211,287
"Nebraska, Sherman",1573,1150,340
"Nebraska, Sioux",736,616,81
"Nebraska, Stanton",2801,2187,417
"Nebraska, Thayer",2690,2051,499
"Nebraska, Thomas",393,344,30
"Nebraska, Thurston",2088,1043,919
"Nebraska, Valley",2205,1780,339
"Nebraska, Washington",10832,7424,2623
"Nebraska, Wayne",3776,2693,835
"Nebraska, Webster",1708,1330,306
"Nebraska, Wheeler",465,377,62
"Nebraska, York",6381,4700,1186
"Nevada, Carson City",25016,13125,9610
"Nevada, Churchill",10938,7830,2210
"Nevada, Clark",767156,320057,402227
"Nevada, Douglas",27885,17415,8454
"Nevada, Elko",18559,13551,3401
"Nevada, Esmeralda",423,329,65
"Nevada, Eureka",854,723,74
"Nevada, Humboldt",6433,4521,1386
"Nevada, Lander",2413,1828,403
"Nevada, Lincoln",2132,1671,285
"Nevada, Lyon",23762,16005,6146
"Nevada, Mineral",1997,1179,637
"Nevada, Nye",19595,13324,5094
"Nevada, Pershing",1982,1403,430
"Nevada, Storey",2558,1616,752
"Nevada, Washoe",209909,94758,97379
"Nevada, White Pine",3773,2723,707
"New Hampshire, Belknap",35045,19315,13517
"New Hampshire, Carroll",29616,14635,12987
"New Hampshire, Cheshire",41895,16876,22064
"New Hampshire, Coos",15627,7952,6563
"New Hampshire, Grafton",51191,19010,28510
"New Hampshire, Hillsborough",214157,100013,99589
"New Hampshire, Merrimack",83648,37674,40198
"New Hampshire, Rockingham",181434,90447,79994
"New Hampshire, Strafford",69000,29072,34894
"New Hampshire, Sullivan",22683,10796,10210
"New Jersey, Atlantic",117291,52690,60924
"New Jersey, Bergen",419296,175529,231211
"New Jersey, Burlington",218943,89272,121725
"New Jersey, Camden",226592,72631,146717
"New Jersey, Cape May",48722,28446,18750
"New Jersey, Cumberland",54004,24453,27771
"New Jersey, Essex",310934,63176,240837
"New Jersey, Gloucester",139542,67544,66870
"New Jersey, Hudson",219375,49043,163917
"New Jersey, Hunterdon",70836,38712,28898
"New Jersey, Mercer",156529,46193,104775
"New Jersey, Middlesex",326102,122953,193044
"New Jersey, Monmouth",314377,166723,137181
"New Jersey, Morris",250416,126071,115249
"New Jersey, Ocean",274362,179079,87150
"New Jersey, Passaic",194802,72902,116759
"New Jersey, Salem",29494,16381,11904
"New Jersey, Somerset",157092,65505,85689
"New Jersey, Sussex",74126,46658,24212
"New Jersey, Union",221975,68114,147414
"New Jersey, Warren",49236,29858,17281
"New Mexico, Bernalillo",274662,94698,143417
"New Mexico, Catron",2049,1464,427
"New Mexico, Chaves",20271,12872,5534
"New Mexico, Cibola",8063,3195,3741
"New Mexico, Colfax",5332,2585,2129
"New Mexico, Curry",13370,9035,3121
"New Mexico, De Baca",910,620,193
"New Mexico, Eddy",19667,13147,5033
"New Mexico, Grant",12811,5288,6276
"New Mexico, Guadalupe",1827,595,970
"New Mexico, Harding",527,311,156
"New Mexico, Hidalgo",1872,910,784
"New Mexico, Lea",17712,12495,3930
"New Mexico, Lincoln",8902,5896,2331
"New Mexico, Los Alamos",10885,3359,5562
"New Mexico, Luna",7295,3478,3195
"New Mexico, McKinley",21703,5104,13576
"New Mexico, Mora",2441,665,1536
"New Mexico, Otero",20060,11887,6124
"New Mexico, Quay",3572,2212,1017
"New Mexico, Rio Arriba",14878,3599,9592
"New Mexico, Roosevelt",5950,3884,1454
"New Mexico, San Juan",46110,27946,12865
"New Mexico, San Miguel",10751,2313,7285
"New Mexico, Sandoval",61690,25905,27707
"New Mexico, Santa Fe",71434,14332,50793
"New Mexico, Sierra",5181,3010,1612
"New Mexico, Socorro",6868,2616,3313
"New Mexico, Taos",15260,2727,10668
"New Mexico, Torrance",6324,3714,1785
"New Mexico, Union",1702,1216,320
"New Mexico, Valencia",27592,13215,10841
"New York, Albany",139830,47810,83077
"New York, Allegany",18692,12525,4882
"New York, Bronx",399522,37797,353646
"New York, Broome",86072,40943,39212
"New York, Cattaraugus",31161,19692,9497
"New York, Cayuga",33172,17384,13522
"New York, Chautauqua",54234,31594,19091
"New York, Chemung",36119,20097,13757
"New York, Chenango",20160,11921,6775
"New York, Clinton",32105,14449,15059
"New York, Columbia",30902,13756,15284
"New York, Cortland",20244,9900,8771
"New York, Delaware",19792,11942,6627
"New York, Dutchess",130934,61797,62261
"New York, Erie",423625,188303,215456
"New York, Essex",17218,7958,7762
"New York, Franklin",16952,8221,7297
"New York, Fulton",21214,13462,6496
"New York, Genesee",26432,16915,7650
"New York, Greene",22050,13073,7405
"New York, Hamilton",3225,2064,949
"New York, Herkimer",26255,16699,8083
"New York, Jefferson",38236,21763,13809
"New York, Kings",805605,141044,640553
"New York, Lewis",11325,7400,3146
"New York, Livingston",30031,17290,10697
"New York, Madison",30064,15936,11667
"New York, Monroe",347790,136582,188592
"New York, Montgomery",19054,11301,6595
"New York, Nassau",636967,288313,326088
"New York, New York",668939,64929,579013
"New York, Niagara",92402,51961,35559
"New York, Oneida",91009,51437,33743
"New York, Onondaga",208440,83649,112337
"New York, Ontario",52258,26029,22233
"New York, Orange",152021,76645,68278
"New York, Orleans",16380,10936,4470
"New York, Oswego",48180,27688,17095
"New York, Otsego",25668,13308,10451
"New York, Putnam",48563,27024,19366
"New York, Queens",686393,149341,517220
"New York, Rensselaer",71562,33726,32717
"New York, Richmond",180960,101437,74143
"New York, Rockland",135087,60911,69342
"New York, Saratoga",114094,54575,50913
"New York, Schenectady",67280,28953,33747
"New York, Schoharie",14050,8831,4240
"New York, Schuyler",8772,5050,3091
"New York, Seneca",13980,7236,5697
"New York, St. Lawrence",39158,19942,16488
"New York, Steuben",42002,26831,12526
"New York, Suffolk",681254,350570,303951
"New York, Sullivan",29955,15931,12568
"New York, Tioga",22299,13260,7526
"New York, Tompkins",42678,10371,28890
"New York, Ulster",81355,34006,42101
"New York, Warren",31408,15751,13091
"New York, Washington",24528,13610,9098
"New York, Wayne",39687,23380,13473
"New York, Westchester",420655,131238,272926
"New York, Wyoming",17298,12442,3904
"New York, Yates",10066,5660,3659
"North Carolina, Alamance",71157,38815,29833
"North Carolina, Alexander",18271,13893,3767
"North Carolina, Alleghany",5315,3814,1306
"North Carolina, Anson",10545,4506,5859
"North Carolina, Ashe",13424,9412,3500
"North Carolina, Avery",8249,6298,1689
"North Carolina, Beaufort",23938,14543,8764
"North Carolina, Bertie",9347,3456,5778
"North Carolina, Bladen",15897,8550,7058
"North Carolina, Brunswick",68351,42720,23282
"North Carolina, Buncombe",138947,55716,75452
"North Carolina, Burke",38920,26238,11251
"North Carolina, Cabarrus",93289,53819,35521
"North Carolina, Caldwell",36320,26621,8425
"North Carolina, Camden",5006,3546,1274
"North Carolina, Carteret",37781,26569,9939
"North Carolina, Caswell",11070,6026,4792
"North Carolina, Catawba",72351,48324,21216
"North Carolina, Chatham",39849,17105,21065
"North Carolina, Cherokee",14181,10844,2860
"North Carolina, Chowan",7228,4014,2992
"North Carolina, Clay",6010,4437,1367
"North Carolina, Cleveland",44673,28479,14964
"North Carolina, Columbus",23732,14272,9063
"North Carolina, Craven",47001,27731,17630
"North Carolina, Cumberland",127506,51265,71605
"North Carolina, Currituck",12669,9163,2913
"North Carolina, Dare",19609,11460,7222
"North Carolina, Davidson",74856,54317,18109
"North Carolina, Davie",21756,15602,5270
"North Carolina, Duplin",20856,12217,8283
"North Carolina, Durham",156134,28350,121250
"North Carolina, Edgecombe",24886,8261,16224
"North Carolina, Forsyth",178312,75975,94464
"North Carolina, Franklin",30368,16368,12874
"North Carolina, Gaston",96431,61798,31177
"North Carolina, Gates",5392,2874,2385
"North Carolina, Graham",4168,3283,768
"North Carolina, Granville",27353,13591,12909
"North Carolina, Greene",8095,4374,3605
"North Carolina, Guilford",257405,98062,149248
"North Carolina, Halifax",25167,9031,15748
"North Carolina, Harnett",46065,27614,16737
"North Carolina, Haywood",30727,18929,10473
"North Carolina, Henderson",58176,35809,19827
"North Carolina, Hertford",10186,3099,6910
"North Carolina, Hoke",18230,7760,9726
"North Carolina, Hyde",2304,1288,965
"North Carolina, Iredell",82567,54754,24734
"North Carolina, Jackson",18713,9870,7713
"North Carolina, Johnston",85909,54372,28362
"North Carolina, Jones",5135,2974,2065
"North Carolina, Lee",25084,13712,10469
"North Carolina, Lenoir",26807,13613,12634
"North Carolina, Lincoln",40023,28806,9897
"North Carolina, Macon",17734,12127,4876
"North Carolina, Madison",11269,6783,3926
"North Carolina, Martin",11964,5897,5846
"North Carolina, McDowell",19875,14568,4667
"North Carolina, Mecklenburg",472857,155518,294562
"North Carolina, Mitchell",8096,6282,1596
"North Carolina, Montgomery",11540,7130,4150
"North Carolina, Moore",48692,30490,16329
"North Carolina, Nash",47665,23319,23235
"North Carolina, New Hanover",111905,55344,50979
"North Carolina, Northampton",9848,3582,6144
"North Carolina, Onslow",57135,37122,17514
"North Carolina, Orange",82340,18557,59923
"North Carolina, Pamlico",6870,4258,2448
"North Carolina, Pasquotank",17391,8180,8615
"North Carolina, Pender",27885,17639,9354
"North Carolina, Perquimans",6708,4177,2319
"North Carolina, Person",19615,11185,7833
"North Carolina, Pitt",80527,35691,41824
"North Carolina, Polk",10934,6768,3735
"North Carolina, Randolph",64575,49430,13194
"North Carolina, Richmond",19328,10383,8501
"North Carolina, Robeson",40858,20762,19016
"North Carolina, Rockingham",42278,26830,14228
"North Carolina, Rowan",64369,42810,19400
"North Carolina, Rutherford",30307,21871,7512
"North Carolina, Sampson",25928,14838,10547
"North Carolina, Scotland",13928,6256,7319
"North Carolina, Stanly",29917,21964,7094
"North Carolina, Stokes",22550,17116,4665
"North Carolina, Surry",32196,23671,7488
"North Carolina, Swain",6124,3565,2196
"North Carolina, Transylvania",17869,10520,6558
"North Carolina, Tyrrell",1739,975,720
"North Carolina, Union",105710,66707,34337
"North Carolina, Vance",19977,7332,12229
"North Carolina, Wake",527624,196082,302736
"North Carolina, Warren",9842,3214,6413
"North Carolina, Washington",6165,2564,3510
"North Carolina, Watauga",29985,13697,14138
"North Carolina, Wayne",50689,27540,21770
"North Carolina, Wilkes",31296,23752,6638
"North Carolina, Wilson",38135,17531,19663
"North Carolina, Yadkin",17624,13880,3160
"North Carolina, Yancey",9960,6385,3196
"North Dakota, Adams",1218,909,216
"North Dakota, Barnes",5344,3160,1597
"North Dakota, Benson",2011,929,842
"North Dakota, Billings",605,495,59
"North Dakota, Bottineau",3494,2494,736
"North Dakota, Bowman",1787,1446,227
"North Dakota, Burke",1052,895,119
"North Dakota, Burleigh",47979,32532,10881
"North Dakota, Cass",80821,39816,31361
"North Dakota, Cavalier",2006,1357,476
"North Dakota, Dickey",2407,1667,554
"North Dakota, Divide",1219,867,245
"North Dakota, Dunn",2243,1771,358
"North Dakota, Eddy",1231,791,355
"North Dakota, Emmons",1981,1677,215
"North Dakota, Foster",1719,1241,347
"North Dakota, Golden Valley",957,796,99
"North Dakota, Grand Forks",30365,16340,10851
"North Dakota, Grant",1381,1108,185
"North Dakota, Griggs",1265,847,298
"North Dakota, Hettinger",1296,1050,168
"North Dakota, Kidder",1376,1111,179
"North Dakota, LaMoure",2151,1481,502
"North Dakota, Logan",1067,888,114
"North Dakota, McHenry",2820,2050,490
"North Dakota, McIntosh",1446,1100,235
"North Dakota, McKenzie",4672,3670,698
"North Dakota, McLean",5315,3860,1081
"North Dakota, Mercer",4682,3759,621
"North Dakota, Morton",15832,11336,3080
"North Dakota, Mountrail",4106,2582,1220
"North Dakota, Nelson",1717,1025,536
"North Dakota, Oliver",1017,830,119
"North Dakota, Pembina",3153,2208,681
"North Dakota, Pierce",2071,1437,431
"North Dakota, Ramsey",5305,3217,1505
"North Dakota, Ransom",2359,1210,838
"North Dakota, Renville",1293,993,201
"North Dakota, Richland",7592,4767,2064
"North Dakota, Rolette",3755,1217,2099
"North Dakota, Sargent",1997,1088,694
"North Dakota, Sheridan",787,650,95
"North Dakota, Sioux",1232,260,758
"North Dakota, Slope",430,362,43
"North Dakota, Stark",12322,9755,1753
"North Dakota, Steele",999,538,361
"North Dakota, Stutsman",10155,6718,2498
"North Dakota, Towner",1157,733,305
"North Dakota, Traill",3933,2265,1241
"North Dakota, Walsh",4636,2995,1167
"North Dakota, Ward",27412,18636,5806
"North Dakota, Wells",2383,1796,419
"North Dakota, Williams",12807,10069,1735
"Ohio, Adams",11359,8659,2326
"Ohio, Allen",45894,30487,13294
"Ohio, Ashland",24590,17493,5740
"Ohio, Ashtabula",40867,23318,15577
"Ohio, Athens",29443,11354,16370
"Ohio, Auglaize",23627,18658,3980
"Ohio, Belmont",31122,21108,8785
"Ohio, Brown",19607,14573,4353
"Ohio, Butler",173839,106976,58642
"Ohio, Carroll",13074,9254,3154
"Ohio, Champaign",18104,12631,4594
"Ohio, Clark",61429,35205,23328
"Ohio, Clermont",99121,67518,26715
"Ohio, Clinton",18675,13838,4066
"Ohio, Columbiana",46201,31676,12432
"Ohio, Coshocton",15552,10785,4013
"Ohio, Crawford",19237,13611,4625
"Ohio, Cuyahoga",603822,184211,398271
"Ohio, Darke",25484,20012,4470
"Ohio, Defiance",18192,11688,5368
"Ohio, Delaware",103860,57568,40872
"Ohio, Erie",37578,19648,16057
"Ohio, Fairfield",72913,44314,24881
"Ohio, Fayette",11162,7995,2739
"Ohio, Franklin",581140,199331,351198
"Ohio, Fulton",21225,13709,6069
"Ohio, Gallia",12931,9822,2628
"Ohio, Geauga",49941,30227,17569
"Ohio, Greene",81858,48540,28943
"Ohio, Guernsey",16557,11445,4359
"Ohio, Hamilton",409109,173665,215719
"Ohio, Hancock",36023,24183,9609
"Ohio, Hardin",12294,8717,2920
"Ohio, Harrison",7079,5098,1688
"Ohio, Henry",13932,9301,3756
"Ohio, Highland",18501,14020,3773
"Ohio, Hocking",12838,8497,3775
"Ohio, Holmes",11054,8720,1788
"Ohio, Huron",24834,16226,7192
"Ohio, Jackson",13693,9949,3226
"Ohio, Jefferson",32201,21117,9675
"Ohio, Knox",28687,19131,8171
"Ohio, Lake",116246,64255,46397
"Ohio, Lawrence",26607,18689,6974
"Ohio, Licking",82761,51241,27376
"Ohio, Logan",21571,15957,4647
"Ohio, Lorain",140562,66818,66949
"Ohio, Lucas",197556,75698,110833
"Ohio, Madison",17290,11631,4779
"Ohio, Mahoning",115072,53616,57381
"Ohio, Marion",26322,16961,7928
"Ohio, Medina",91373,54810,32182
"Ohio, Meigs",9985,7309,2260
"Ohio, Mercer",21726,17506,3384
"Ohio, Miami",52734,37079,13120
"Ohio, Monroe",6795,4868,1662
"Ohio, Montgomery",258301,123909,122016
"Ohio, Morgan",6443,4431,1736
"Ohio, Morrow",16548,11948,3761
"Ohio, Muskingum",36991,24056,11123
"Ohio, Noble",6013,4549,1221
"Ohio, Ottawa",22218,12653,8285
"Ohio, Paulding",9047,6500,2093
"Ohio, Perry",14995,10228,4138
"Ohio, Pickaway",24745,17076,6529
"Ohio, Pike",11879,7902,3539
"Ohio, Portage",76139,39971,32397
"Ohio, Preble",20565,15446,4325
"Ohio, Putnam",18767,14961,2922
"Ohio, Richland",55214,36590,16085
"Ohio, Ross",30380,18652,10356
"Ohio, Sandusky",28044,16316,9929
"Ohio, Scioto",30784,20550,9132
"Ohio, Seneca",23987,14825,7404
"Ohio, Shelby",23740,18590,4243
"Ohio, Stark",175239,98388,68146
"Ohio, Summit",257979,112026,134256
"Ohio, Trumbull",96029,49024,43014
"Ohio, Tuscarawas",41289,26918,12188
"Ohio, Union",27429,18096,7718
"Ohio, Van Wert",13770,10469,2697
"Ohio, Vinton",5502,3883,1351
"Ohio, Warren",117267,77643,33730
"Ohio, Washington",29840,20514,8026
"Ohio, Wayne",49853,32270,15031
"Ohio, Williams",17308,11939,4358
"Ohio, Wood",64341,32498,27318
"Ohio, Wyandot",10592,7468,2515
"Oklahoma, Adair",6513,4787,1382
"Oklahoma, Alfalfa",2258,1933,216
"Oklahoma, Atoka",5018,4084,795
"Oklahoma, Beaver",2243,1993,176
"Oklahoma, Beckham",7552,6308,960
"Oklahoma, Blaine",3793,2884,711
"Oklahoma, Bryan",13818,10478,2804
"Oklahoma, Caddo",9348,6482,2420
"Oklahoma, Canadian",55278,39986,11674
"Oklahoma, Carter",18534,13752,4002
"Oklahoma, Cherokee",16490,9994,5456
"Oklahoma, Choctaw",5426,4206,1067
"Oklahoma, Cimarron",1079,963,71
"Oklahoma, Cleveland",109450,62538,38829
"Oklahoma, Coal",2399,1898,411
"Oklahoma, Comanche",32564,19183,11463
"Oklahoma, Cotton",2602,2054,424
"Oklahoma, Craig",5785,4283,1252
"Oklahoma, Creek",28830,21575,5841
"Oklahoma, Custer",10541,7826,2104
"Oklahoma, Delaware",15716,11826,3311
"Oklahoma, Dewey",2248,1965,222
"Oklahoma, Ellis",1827,1611,155
"Oklahoma, Garfield",21710,16009,4397
"Oklahoma, Garvin",10546,8253,1855
"Oklahoma, Grady",22286,17316,3882
"Oklahoma, Grant",2201,1827,288
"Oklahoma, Greer",1896,1482,323
"Oklahoma, Harmon",977,715,225
"Oklahoma, Harper",1499,1318,134
"Oklahoma, Haskell",4738,3701,882
"Oklahoma, Hughes",4526,3388,961
"Oklahoma, Jackson",7806,5969,1473
"Oklahoma, Jefferson",2350,1910,365
"Oklahoma, Johnston",4018,3093,786
"Oklahoma, Kay",16803,12172,3738
"Oklahoma, Kingfisher",6131,5156,786
"Oklahoma, Kiowa",3493,2596,767
"Oklahoma, Latimer",4056,3100,797
"Oklahoma, Le Flore",17221,13362,3250
"Oklahoma, Lincoln",14025,10854,2430
"Oklahoma, Logan",18979,13633,4248
"Oklahoma, Love",3789,2922,735
"Oklahoma, Major",3407,2948,310
"Oklahoma, Marshall",5492,4206,1096
"Oklahoma, Mayes",15717,11555,3423
"Oklahoma, McClain",16858,13169,2894
"Oklahoma, McCurtain",10726,8656,1802
"Oklahoma, McIntosh",7963,5505,2123
"Oklahoma, Murray",5528,4175,1087
"Oklahoma, Muskogee",24216,15043,7977
"Oklahoma, Noble",4878,3715,901
"Oklahoma, Nowata",4237,3321,742
"Oklahoma, Okfuskee",3943,2800,943
"Oklahoma, Oklahoma",273942,141569,112813
"Oklahoma, Okmulgee",13949,8944,4385
"Oklahoma, Osage",18966,12577,5597
"Oklahoma, Ottawa",10690,7631,2584
"Oklahoma, Pawnee",6364,4729,1344
"Oklahoma, Payne",27760,16651,8788
"Oklahoma, Pittsburg",17271,12753,3711
