Location,2012,total_votes,2012_democrat_votes,2012_republican_votes
"Iowa, Keokuk","10,427",5266,2303.0,2843.0
"Iowa, Kossuth","15,413",8923,3850.0,4937.0
"Iowa, Lee","35,541",18911,10714.0,7785.0
"Iowa, Linn","215,485",118453,68581.0,47622.0
"Iowa, Louisa","11,360",4968,2452.0,2420.0
"Iowa, Lucas","8,778",4323,1987.0,2254.0
"Iowa, Lyon","11,757",6509,1423.0,4978.0
"Iowa, Madison","15,641",8458,3630.0,4638.0
"Iowa, Mahaska","22,398",10883,4213.0,6448.0
"Iowa, Marion","33,274",17687,7507.0,9828.0
"Iowa, Marshall","41,032",19064,10257.0,8472.0
"Iowa, Mills","14,873",7212,2848.0,4216.0
"Iowa, Mitchell","10,716",5586,2831.0,2643.0
"Iowa, Monona","9,091",4742,2101.0,2557.0
"Iowa, Monroe","8,073",3830,1731.0,2026.0
"Iowa, Montgomery","10,540",5025,1922.0,3001.0
"Iowa, Muscatine","42,916",19865,11323.0,8168.0
"Iowa, O'Brien","14,156",7341,1969.0,5266.0
"Iowa, Osceola","6,204",3194,912.0,2230.0
"Iowa, Page","15,702",7079,2613.0,4348.0
"Iowa, Palo Alto","9,279",4887,2139.0,2660.0
"Iowa, Plymouth","24,830",12950,4164.0,8597.0
"Iowa, Pocahontas","7,143",4032,1523.0,2396.0
"Iowa, Polk","444,671",228882,128465.0,96096.0
"Iowa, Pottawattamie","92,916",42301,19644.0,21860.0
"Iowa, Poweshiek","18,728",9975,5357.0,4424.0
"Iowa, Ringgold","5,027",2599,1186.0,1368.0
"Iowa, Sac","10,161",5291,2122.0,3094.0
"Iowa, Scott","168,347",90263,50652.0,38251.0
"Iowa, Shelby","12,024",6483,2469.0,3911.0
"Iowa, Sioux","34,282",17308,2700.0,14407.0
"Iowa, Story","92,003",47150,26192.0,19668.0
"Iowa, Tama","17,501",9017,4768.0,4098.0
"Iowa, Taylor","6,260",2995,1262.0,1683.0
"Iowa, Union","12,586",5957,3043.0,2813.0
"Iowa, Van Buren","7,449",3569,1402.0,2064.0
"Iowa, Wapello","35,431",15770,8663.0,6789.0
"Iowa, Warren","46,895",26072,12551.0,13052.0
"Iowa, Washington","21,903",11004,5115.0,5562.0
"Iowa, Wayne","6,329",2900,1251.0,1583.0
"Iowa, Webster","37,323",18292,9537.0,8469.0
"Iowa, Winnebago","10,602",5918,2903.0,2906.0
"Iowa, Winneshiek","21,041",11084,6256.0,4622.0
"Iowa, Woodbury","102,321",45019,22302.0,21841.0
"Iowa, Worth","7,496",4172,2350.0,1744.0
"Iowa, Wright","13,020",6278,2836.0,3349.0
"Kansas, Allen","13,306",5310,1869.0,3316.0
"Kansas, Anderson","7,919",3315,944.0,2276.0
"Kansas, Atchison","16,774",6674,2567.0,3917.0
"Kansas, Barber","4,867",2314,482.0,1772.0
"Kansas, Barton","27,520",10341,2297.0,7874.0
"Kansas, Bourbon","14,878",6254,1996.0,4102.0
"Kansas, Brown","9,866",3993,1076.0,2829.0
"Kansas, Butler","65,669",26085,7282.0,18157.0
"Kansas, Chase","2,743",1271,358.0,875.0
"Kansas, Chautauqua","3,559",1630,280.0,1304.0
"Kansas, Cherokee","21,192",8571,2930.0,5456.0
"Kansas, Cheyenne","2,667",1426,233.0,1159.0
"Kansas, Clark","2,165",1017,174.0,805.0
"Kansas, Clay","8,504",3686,834.0,2788.0
"Kansas, Cloud","9,417",4058,974.0,2954.0
"Kansas, Coffey","8,467",3906,898.0,2903.0
"Kansas, Comanche","1,914",928,143.0,767.0
"Kansas, Cowley","36,267",12710,4319.0,8081.0
"Kansas, Crawford","39,324",14945,6826.0,7708.0
"Kansas, Decatur","2,884",1532,266.0,1218.0
"Kansas, Dickinson","19,705",8042,2020.0,5832.0
"Kansas, Doniphan","7,890",3403,902.0,2414.0
"Kansas, Douglas","113,313",48145,29267.0,17401.0
"Kansas, Edwards","2,965",1385,298.0,1059.0
"Kansas, Elk","2,661",1369,281.0,1049.0
"Kansas, Ellis","29,089",11714,3057.0,8399.0
"Kansas, Ellsworth","6,462",2712,702.0,1930.0
"Kansas, Finney","37,110",9084,2682.0,6219.0
"Kansas, Ford","34,665",8362,2600.0,5602.0
"Kansas, Franklin","25,825",10990,3694.0,6984.0
"Kansas, Geary","37,903",7845,3332.0,4372.0
"Kansas, Gove","2,759",1383,176.0,1168.0
"Kansas, Graham","2,581",1340,256.0,1056.0
"Kansas, Grant","7,832",2306,456.0,1811.0
"Kansas, Gray","5,963",1958,324.0,1603.0
"Kansas, Greeley","1,268",670,113.0,543.0
"Kansas, Greenwood","6,426",2123,478.0,1590.0
"Kansas, Hamilton","2,651",877,163.0,693.0
"Kansas, Harper","5,862",2389,550.0,1759.0
"Kansas, Harvey","34,754",14294,5373.0,8588.0
"Kansas, Haskell","4,215",1396,215.0,1159.0
"Kansas, Hodgeman","1,927",1060,179.0,868.0
"Kansas, Jackson","13,401",5561,1901.0,3527.0
"Kansas, Jefferson","18,861",8013,2977.0,4827.0
"Kansas, Jewell","3,054",1497,229.0,1235.0
"Kansas, Johnson","559,428",274365,110526.0,158401.0
"Kansas, Kearny","3,971",1386,268.0,1097.0
"Kansas, Kingman","7,825",3231,733.0,2397.0
"Kansas, Kiowa","2,513",1144,163.0,976.0
"Kansas, Labette","21,163",8037,3117.0,4742.0
"Kansas, Lane","1,684",928,172.0,739.0
"Kansas, Leavenworth","77,644",29085,11357.0,17059.0
"Kansas, Lincoln","3,181",1483,289.0,1165.0
"Kansas, Linn","9,485",4467,1170.0,3177.0
"Kansas, Logan","2,794",1350,197.0,1126.0
"Kansas, Lyon","33,550",11875,5111.0,6470.0
"Kansas, McPherson","29,221",12297,3449.0,8545.0
"Kansas, Marion","12,376",5409,1385.0,3889.0
"Kansas, Marshall","10,026",4773,1469.0,3195.0
"Kansas, Meade","4,378",1709,258.0,1428.0
"Kansas, Miami","32,669",14856,4712.0,9858.0
"Kansas, Mitchell","6,301",2965,584.0,2327.0
"Kansas, Montgomery","34,472",12417,3501.0,8630.0
"Kansas, Morris","5,849",2562,718.0,1773.0
"Kansas, Morton","3,127",1278,189.0,1072.0
"Kansas, Nemaha","10,067",5026,1000.0,3930.0
"Kansas, Neosho","16,420",6480,2050.0,4272.0
"Kansas, Ness","3,077",1444,218.0,1209.0
"Kansas, Norton","5,586",2325,398.0,1878.0
"Kansas, Osage","16,176",6906,2268.0,4427.0
"Kansas, Osborne","3,809",1838,324.0,1479.0
"Kansas, Ottawa","6,029",2933,558.0,2295.0
"Kansas, Pawnee","6,863",2608,718.0,1836.0
"Kansas, Phillips","5,521",2565,382.0,2135.0
"Kansas, Pottawatomie","22,331",9479,2335.0,6804.0
"Kansas, Pratt","9,758",3801,980.0,2771.0
"Kansas, Rawlins","2,509",1444,190.0,1223.0
"Kansas, Reno","64,205",24422,8085.0,15718.0
"Kansas, Republic","4,826",2686,477.0,2134.0
"Kansas, Rice","9,990",3681,911.0,2676.0
"Kansas, Riley","77,497",21101,8977.0,11507.0
"Kansas, Rooks","5,221",2460,361.0,2038.0
"Kansas, Rush","3,208",1570,367.0,1166.0
"Kansas, Russell","6,990",3200,593.0,2553.0
"Kansas, Saline","55,829",21496,7040.0,13840.0
"Kansas, Scott","4,853",2052,277.0,1728.0
"Kansas, Sedgwick","504,101",182895,71977.0,106506.0
"Kansas, Seward","23,353",5176,1490.0,3617.0
"Kansas, Shawnee","178,975",76508,36975.0,37782.0
"Kansas, Sheridan","2,491",1342,168.0,1154.0
"Kansas, Sherman","6,120",2623,577.0,1976.0
"Kansas, Smith","3,753",2023,358.0,1624.0
"Kansas, Stafford","4,350",1839,404.0,1385.0
"Kansas, Stanton","2,155",759,143.0,605.0
"Kansas, Stevens","5,738",2034,252.0,1749.0
"Kansas, Sumner","23,635",9141,2658.0,6260.0
"Kansas, Thomas","7,933",3474,598.0,2788.0
"Kansas, Trego","2,941",1579,291.0,1261.0
"Kansas, Wabaunsee","6,994",3267,918.0,2256.0
"Kansas, Wallace","1,523",798,68.0,719.0
"Kansas, Washington","5,727",2889,524.0,2316.0
"Kansas, Wichita","2,228",987,157.0,821.0
"Kansas, Wilson","9,120",3717,818.0,2825.0
"Kansas, Woodson","3,275",1447,380.0,1035.0
"Kansas, Wyandotte","159,379",50738,34302.0,15496.0
"Kentucky, Adair","18,934",7600,1660.0,5841.0
"Kentucky, Allen","20,232",7100,1808.0,5184.0
"Kentucky, Anderson","21,694",10320,3315.0,6822.0
"Kentucky, Ballard","8,285",3895,1189.0,2647.0
"Kentucky, Barren","42,607",16568,5400.0,10922.0
"Kentucky, Bath","11,780",4122,1770.0,2275.0
"Kentucky, Bell","28,284",9482,2224.0,7127.0
"Kentucky, Boone","123,412",52511,15629.0,35922.0
"Kentucky, Bourbon","20,050",7923,3075.0,4692.0
"Kentucky, Boyd","49,224",19049,7776.0,10884.0
"Kentucky, Boyle","29,020",12373,4471.0,7703.0
"Kentucky, Bracken","8,462",3232,1147.0,2029.0
"Kentucky, Breathitt","13,612",5008,1562.0,3318.0
"Kentucky, Breckinridge","20,074",7969,2825.0,5025.0
"Kentucky, Bullitt","75,902",31779,9971.0,21306.0
"Kentucky, Butler","12,738",5060,1293.0,3716.0
"Kentucky, Caldwell","12,992",5860,1852.0,3904.0
"Kentucky, Calloway","38,046",15072,5317.0,9440.0
"Kentucky, Campbell","91,246",40177,15080.0,24240.0
"Kentucky, Carlisle","5,027",2619,750.0,1835.0
"Kentucky, Carroll","10,874",3680,1629.0,1999.0
"Kentucky, Carter","27,637",8908,3383.0,5279.0
"Kentucky, Casey","16,024",6091,1086.0,4904.0
"Kentucky, Christian","74,892",21955,8252.0,13475.0
"Kentucky, Clark","35,685",15416,5228.0,9931.0
"Kentucky, Clay","21,518",7383,1111.0,6176.0
"Kentucky, Clinton","10,270",4393,752.0,3569.0
"Kentucky, Crittenden","9,220",3854,960.0,2839.0
"Kentucky, Cumberland","6,855",2854,599.0,2216.0
"Kentucky, Daviess","97,840",42087,16208.0,25092.0
"Kentucky, Edmonson","12,091",4668,1374.0,3232.0
"Kentucky, Elliott","7,633",2399,1186.0,1126.0
"Kentucky, Estill","14,503",5184,1356.0,3749.0
"Kentucky, Fayette","305,947",125866,62080.0,60795.0
"Kentucky, Fleming","14,525",5782,1911.0,3780.0
"Kentucky, Floyd","39,126",14890,4733.0,9784.0
"Kentucky, Franklin","49,453",23337,11535.0,11345.0
"Kentucky, Fulton","6,564",2481,1022.0,1425.0
"Kentucky, Gallatin","8,552",3061,1238.0,1758.0
"Kentucky, Garrard","17,006",7077,1661.0,5310.0
"Kentucky, Grant","24,521",8608,2810.0,5664.0
"Kentucky, Graves","37,566",15503,4547.0,10699.0
"Kentucky, Grayson","25,792",9271,2744.0,6404.0
"Kentucky, Green","11,277",4856,1165.0,3634.0
"Kentucky, Greenup","36,686",15168,6027.0,8855.0
"Kentucky, Hancock","8,642",4134,1833.0,2212.0
"Kentucky, Hardin","108,198",39218,15214.0,23357.0
"Kentucky, Harlan","28,681",10657,1830.0,8652.0
"Kentucky, Harrison","18,622",7163,2471.0,4556.0
"Kentucky, Hart","18,401",6622,2283.0,4257.0
"Kentucky, Henderson","46,419",18622,8091.0,10296.0
"Kentucky, Henry","15,336",6590,2530.0,3940.0
"Kentucky, Hickman","4,737",2139,686.0,1431.0
"Kentucky, Hopkins","46,607",19767,5789.0,13681.0
"Kentucky, Jackson","13,307",5061,612.0,4365.0
"Kentucky, Jefferson","751,629",339579,186181.0,148423.0
"Kentucky, Jessamine","49,467",20633,6001.0,14233.0
"Kentucky, Johnson","23,403",9035,1723.0,7095.0
"Kentucky, Kenton","161,704",67704,24920.0,41389.0
"Kentucky, Knott","16,127",5693,1420.0,4130.0
"Kentucky, Knox","31,494",11100,2484.0,8467.0
"Kentucky, Larue","14,048",5764,1733.0,3911.0
"Kentucky, Laurel","59,534",22408,3905.0,18151.0
"Kentucky, Lawrence","15,891",5592,1520.0,3995.0
"Kentucky, Lee","7,581",2623,595.0,1977.0
"Kentucky, Leslie","11,140",4950,433.0,4439.0
"Kentucky, Letcher","24,011",8758,1702.0,6811.0
"Kentucky, Lewis","13,839",4769,1342.0,3326.0
"Kentucky, Lincoln","24,404",9152,2582.0,6416.0
"Kentucky, Livingston","9,435",4511,1346.0,3089.0
"Kentucky, Logan","26,722",10510,3469.0,6899.0
"Kentucky, Lyon","8,446",3839,1373.0,2412.0
"Kentucky, McCracken","65,584",30551,10062.0,19979.0
"Kentucky, McCreary","18,051",5707,1069.0,4564.0
"Kentucky, McLean","9,490",4200,1432.0,2705.0
"Kentucky, Madison","85,394",33322,11512.0,21128.0
"Kentucky, Magoffin","13,061",4906,1433.0,3391.0
"Kentucky, Marion","19,918",7318,3418.0,3800.0
"Kentucky, Marshall","31,261",15719,5022.0,10402.0
"Kentucky, Martin","12,725",3824,574.0,3180.0
"Kentucky, Mason","17,460",6881,2592.0,4197.0
"Kentucky, Meade","29,255",10916,4122.0,6606.0
"Kentucky, Menifee","6,338",2598,1048.0,1484.0
"Kentucky, Mercer","21,323",9939,2966.0,6820.0
"Kentucky, Metcalfe","9,983",4184,1425.0,2676.0
"Kentucky, Monroe","10,848",4746,936.0,3762.0
"Kentucky, Montgomery","26,860",10248,3701.0,6398.0
"Kentucky, Morgan","13,531",4472,1369.0,3021.0
"Kentucky, Muhlenberg","31,382",12739,4771.0,7762.0
"Kentucky, Nelson","44,401",18533,7611.0,10673.0
"Kentucky, Nicholas","7,008",2581,948.0,1583.0
"Kentucky, Ohio","24,021",9646,2987.0,6470.0
"Kentucky, Oldham","62,105",29884,9240.0,20179.0
"Kentucky, Owen","10,762",4557,1501.0,2971.0
"Kentucky, Owsley","4,681",1580,283.0,1279.0
"Kentucky, Pendleton","14,552",5534,1859.0,3556.0
"Kentucky, Perry","28,295",10241,2047.0,8040.0
"Kentucky, Pike","64,582",23636,5646.0,17590.0
"Kentucky, Powell","12,471",4481,1620.0,2766.0
"Kentucky, Pulaski","63,514",26003,4976.0,20714.0
"Kentucky, Robertson","2,214",935,340.0,579.0
"Kentucky, Rockcastle","17,057",6216,1097.0,5028.0
"Kentucky, Rowan","23,796",7665,3438.0,4035.0
"Kentucky, Russell","17,637",7909,1445.0,6346.0
"Kentucky, Scott","48,970",20573,7532.0,12679.0
"Kentucky, Shelby","43,656",18663,6634.0,11790.0
"Kentucky, Simpson","17,543",7093,2650.0,4355.0
"Kentucky, Spencer","17,518",8431,2549.0,5726.0
"Kentucky, Taylor","25,069",10950,3285.0,7551.0
"Kentucky, Todd","12,618",4718,1403.0,3247.0
"Kentucky, Trigg","14,410",6742,2115.0,4520.0
"Kentucky, Trimble","8,844",3543,1355.0,2133.0
"Kentucky, Union","15,082",5979,1942.0,3955.0
"Kentucky, Warren","117,389",43903,16805.0,26384.0
"Kentucky, Washington","11,821",5219,1669.0,3495.0
"Kentucky, Wayne","20,824",7210,1855.0,5289.0
"Kentucky, Webster","13,460",5470,1765.0,3607.0
"Kentucky, Whitley","35,768",13072,2683.0,10232.0
"Kentucky, Wolfe","7,194",2559,976.0,1542.0
"Kentucky, Woodford","25,117",12332,4883.0,7219.0
"Maine, Androscoggin","107,486",52862,28989.0,22232.0
"Maine, Aroostook","70,767",33860,17777.0,15196.0
"Maine, Cumberland","283,645",163786,101950.0,57821.0
"Maine, Franklin","30,650",16282,9367.0,6369.0
"Maine, Hancock","54,478",30799,17569.0,12324.0
"Maine, Kennebec","121,591",63497,35068.0,26519.0
"Maine, Knox","39,611",22067,13223.0,8248.0
"Maine, Lincoln","34,152",20757,11315.0,8899.0
"Maine, Oxford","57,473",29420,16330.0,11996.0
"Maine, Penobscot","153,347",77306,38811.0,36547.0
"Maine, Piscataquis","17,265",8955,4149.0,4530.0
"Maine, Sagadahoc","35,115",20794,11821.0,8429.0
"Maine, Somerset","51,806",24787,12216.0,11800.0
"Maine, Waldo","38,928",21061,11296.0,9058.0
"Maine, Washington","32,543",15836,7803.0,7550.0
"Maine, York","198,872",108057,61551.0,43900.0
"Maryland, Allegany","73,947",29850,9805.0,19230.0
"Maryland, Anne Arundel","550,333",260155,126635.0,126832.0
"Maryland, Baltimore","818,113",384782,220322.0,154908.0
"Maryland, Calvert","89,720",45518,20529.0,23952.0
"Maryland, Caroline","32,629",13357,4970.0,8098.0
"Maryland, Carroll","167,049",87536,27939.0,56761.0
"Maryland, Cecil","101,753",42480,16557.0,24806.0
"Maryland, Charles","150,668",75222,48774.0,25178.0
"Maryland, Dorchester","32,476",15444,7257.0,7976.0
"Maryland, Frederick","239,645",117115,55146.0,58798.0
"Maryland, Garrett","29,967",13157,3124.0,9743.0
"Maryland, Harford","248,566",125954,49729.0,72911.0
"Maryland, Howard","299,184",153108,91393.0,57758.0
"Maryland, Kent","19,976",9904,4842.0,4870.0
"Maryland, Montgomery","1,005,079",455992,323400.0,123353.0
"Maryland, Prince George's","882,490",387744,347938.0,35734.0
"Maryland, Queen Anne's","48,497",24888,8556.0,15823.0
"Maryland, St. Mary's",,47824,19711.0,26797.0
"Maryland, Somerset","26,039",10399,5240.0,5042.0
"Maryland, Talbot","37,986",20459,8808.0,11339.0
"Maryland, Washington","149,037",62755,25042.0,36074.0
"Maryland, Wicomico","100,562",42259,19635.0,21764.0
"Maryland, Worcester","51,581",27420,11014.0,15951.0
"Massachusetts, Barnstable","214,788",133115,70822.0,60446.0
"Massachusetts, Berkshire","130,284",64486,48843.0,14252.0
"Massachusetts, Bristol","551,120",241509,142962.0,93752.0
"Massachusetts, Dukes","16,829",10968,7978.0,2792.0
"Massachusetts, Essex","757,338",366357,210302.0,150480.0
"Massachusetts, Franklin","71,687",37758,27072.0,9344.0
"Massachusetts, Hampden","466,955",200399,123619.0,73392.0
"Massachusetts, Hampshire","160,419",81621,57359.0,21480.0
"Massachusetts, Middlesex","1,542,867",754170,471804.0,267321.0
"Massachusetts, Nantucket","10,313",6120,3830.0,2187.0
"Massachusetts, Norfolk","682,865",356523,202714.0,148393.0
"Massachusetts, Plymouth","499,495",256531,131845.0,121086.0
"Massachusetts, Suffolk","751,103",289098,223896.0,59999.0
"Massachusetts, Worcester","806,942",369112,198244.0,163390.0
"Michigan, Alcona","10,573",6104,2472.0,3571.0
"Michigan, Alger","9,451",4618,2212.0,2330.0
"Michigan, Allegan","111,499",52619,20806.0,31123.0
"Michigan, Alpena","29,166",14014,6549.0,7298.0
"Michigan, Antrim","23,245",13195,5107.0,7917.0
"Michigan, Arenac","15,502",7841,3669.0,4057.0
"Michigan, Baraga","8,726",3490,1574.0,1866.0
"Michigan, Barry","59,023",28512,11491.0,16655.0
"Michigan, Bay","106,967",53381,27877.0,24911.0
"Michigan, Benzie","17,328",9901,4685.0,5075.0
"Michigan, Berrien","156,621",72497,33465.0,38209.0
"Michigan, Branch","43,792",17147,6913.0,10035.0
"Michigan, Calhoun","134,737",58327,29267.0,28333.0
"Michigan, Cass","51,804",22490,9591.0,12659.0
"Michigan, Charlevoix","26,190",14090,5939.0,8000.0
"Michigan, Cheboygan","25,743",13311,5831.0,7286.0
"Michigan, Chippewa","38,993",15564,7100.0,8278.0
"Michigan, Clare","30,796",13504,6338.0,6988.0
"Michigan, Clinton","76,166",39235,18191.0,20650.0
"Michigan, Crawford","13,951",6814,2994.0,3744.0
"Michigan, Delta","36,836",18050,8330.0,9534.0
"Michigan, Dickinson","26,172",12810,4952.0,7688.0
"Michigan, Eaton","107,996",54788,27913.0,26197.0
"Michigan, Emmet","32,806",17709,7225.0,10253.0
"Michigan, Genesee","418,193",202933,128978.0,71808.0
"Michigan, Gladwin","25,546",12583,5760.0,6661.0
"Michigan, Gogebic","16,041",7576,4058.0,3444.0
"Michigan, Grand Traverse","89,203",47999,20875.0,26534.0
"Michigan, Gratiot","41,973",16035,7610.0,8241.0
"Michigan, Hillsdale","46,267",19100,7106.0,11727.0
"Michigan, Houghton","36,746",15282,6801.0,8196.0
"Michigan, Huron","32,453",15484,6518.0,8806.0
"Michigan, Ingham","283,514",127910,80847.0,45306.0
"Michigan, Ionia","63,888",25761,11018.0,14315.0
"Michigan, Iosco","25,453",13344,6242.0,6909.0
"Michigan, Iron","11,565",5988,2687.0,3224.0
"Michigan, Isabella","70,666",24119,13038.0,10800.0
"Michigan, Jackson","159,962",69446,32301.0,36298.0
"Michigan, Kalamazoo","255,353",123178,69051.0,52662.0
"Michigan, Kalkaska","17,101",8299,3272.0,4901.0
"Michigan, Kent","615,798",292985,133408.0,155925.0
"Michigan, Keweenaw","2,167",1392,582.0,774.0
"Michigan, Lake","11,464",5287,2752.0,2487.0
"Michigan, Lapeer","88,195",43115,18796.0,23734.0
"Michigan, Leelanau","21,379",14176,6576.0,7483.0
"Michigan, Lenawee","99,021",44724,21776.0,22351.0
"Michigan, Livingston","182,783",98337,37216.0,60083.0
"Michigan, Luce","6,479",2596,991.0,1580.0
"Michigan, Mackinac","11,071",6099,2652.0,3397.0
"Michigan, Macomb","849,734",404086,208016.0,191913.0
"Michigan, Manistee","24,675",12402,6473.0,5737.0
"Michigan, Marquette","67,826",32194,18115.0,13606.0
"Michigan, Mason","28,660",14604,6856.0,7580.0
"Michigan, Mecosta","43,497",16913,7515.0,9176.0
"Michigan, Menominee","23,731",10923,5242.0,5564.0
"Michigan, Midland","83,721",41754,17450.0,23919.0
"Michigan, Missaukee","15,006",7027,2274.0,4665.0
"Michigan, Monroe","150,804",72853,36310.0,35593.0
"Michigan, Montcalm","63,096",25431,11430.0,13621.0
"Michigan, Montmorency","9,513",5051,2049.0,2928.0
"Michigan, Muskegon","170,159",76163,44436.0,30884.0
"Michigan, Newaygo","47,879",21478,8728.0,12457.0
"Michigan, Oakland","1,223,598",651607,349002.0,296514.0
"Michigan, Oceana","26,306",11450,5063.0,6239.0
"Michigan, Ogemaw","21,358",10361,4791.0,5437.0
"Michigan, Ontonagon","6,413",3539,1586.0,1906.0
"Michigan, Osceola","23,323",10278,3981.0,6141.0
"Michigan, Oscoda","8,574",4042,1657.0,2308.0
"Michigan, Otsego","24,042",11832,4681.0,7011.0
"Michigan, Ottawa","270,873",132312,42737.0,88166.0
"Michigan, Presque Isle","13,084",7080,3192.0,3794.0
"Michigan, Roscommon","24,185",13032,6198.0,6701.0
"Michigan, Saginaw","198,363",98062,54381.0,42720.0
"Michigan, St. Clair",,74181,33983.0,39271.0
"Michigan, St. Joseph",,23341,10112.0,12978.0
"Michigan, Sanilac","42,306",18369,7212.0,10963.0
"Michigan, Schoolcraft","8,350",4048,1865.0,2142.0
"Michigan, Shiawassee","69,329",33679,17197.0,15962.0
"Michigan, Tuscola","54,708",26003,11425.0,14240.0
"Michigan, Van Buren","75,298",32837,16290.0,16141.0
"Michigan, Washtenaw","352,303",179592,120890.0,56412.0
"Michigan, Wayne","1,795,929",815825,595846.0,213814.0
"Michigan, Wexford","32,521",14853,6184.0,8450.0
"Minnesota, Aitkin","16,036",9142,4412.0,4533.0
"Minnesota, Anoka","336,091",186465,88614.0,93430.0
"Minnesota, Becker","32,990",16382,6829.0,9204.0
"Minnesota, Beltrami","45,147",22051,11818.0,9637.0
"Minnesota, Benton","38,671",19619,8173.0,10849.0
"Minnesota, Big Stone","5,134",2789,1345.0,1385.0
"Minnesota, Blue Earth","64,974",34274,18164.0,14916.0
"Minnesota, Brown","25,412",13929,5630.0,7938.0
"Minnesota, Carlton","35,272",18436,11389.0,6586.0
"Minnesota, Carver","93,863",52899,20745.0,31155.0
"Minnesota, Cass","28,409",16141,6858.0,8957.0
"Minnesota, Chippewa","12,119",6201,3083.0,2967.0
"Minnesota, Chisago","53,465",29441,12524.0,16227.0
"Minnesota, Clay","60,194",28886,15208.0,12920.0
"Minnesota, Clearwater","8,677",4197,1753.0,2359.0
"Minnesota, Cook","5,180",3322,1993.0,1221.0
"Minnesota, Cottonwood","11,574",5862,2433.0,3316.0
"Minnesota, Crow Wing","62,810",34920,14760.0,19415.0
"Minnesota, Dakota","404,613",230821,116255.0,109516.0
"Minnesota, Dodge","20,267",10327,4487.0,5522.0
"Minnesota, Douglas","36,292",20953,8653.0,11884.0
"Minnesota, Faribault","14,176",7713,3407.0,4104.0
"Minnesota, Fillmore","20,831",10892,5713.0,4913.0
"Minnesota, Freeborn","31,026",16706,9326.0,6969.0
"Minnesota, Goodhue","46,140",25801,12212.0,12986.0
"Minnesota, Grant","5,928",3487,1647.0,1748.0
"Minnesota, Hennepin","1,184,200",680065,423982.0,240073.0
"Minnesota, Houston","18,764",10446,5281.0,4951.0
"Minnesota, Hubbard","20,454",11520,4676.0,6622.0
"Minnesota, Isanti","38,149",20217,8024.0,11675.0
"Minnesota, Itasca","45,152",23919,12852.0,10501.0
"Minnesota, Jackson","10,308",5430,2268.0,3044.0
"Minnesota, Kanabec","15,972",8150,3593.0,4328.0
"Minnesota, Kandiyohi","42,373",21465,9805.0,11240.0
"Minnesota, Kittson","4,497",2420,1241.0,1095.0
"Minnesota, Koochiching","13,163",6458,3451.0,2841.0
"Minnesota, Lake","10,792",6820,4043.0,2610.0
"Minnesota, Lake of the Woods","3,947",2234,859.0,1306.0
"Minnesota, Le Sueur","27,661",14795,6753.0,7715.0
"Minnesota, Lincoln","5,754",3120,1429.0,1595.0
"Minnesota, Lyon","25,633",12388,5465.0,6594.0
"Minnesota, McLeod","35,933",18553,6968.0,11069.0
"Minnesota, Mahnomen","5,505",2182,1276.0,871.0
"Minnesota, Marshall","9,471",4698,1998.0,2569.0
"Minnesota, Martin","20,459",10968,4054.0,6657.0
"Minnesota, Meeker","23,037",12214,4969.0,6913.0
"Minnesota, Mille Lacs","25,635",13091,5829.0,6951.0
"Minnesota, Morrison","33,103",16714,6153.0,10159.0
"Minnesota, Mower","39,400",18539,11129.0,6938.0
"Minnesota, Murray","8,574",4767,2160.0,2504.0
"Minnesota, Nicollet","33,020",18357,9652.0,8214.0
"Minnesota, Nobles","21,736",8520,3793.0,4581.0
"Minnesota, Norman","6,599",3207,1730.0,1384.0
"Minnesota, Olmsted","146,907",78316,39338.0,36832.0
"Minnesota, Otter Tail","57,216",31670,12165.0,18860.0
"Minnesota, Pennington","14,119",6517,3024.0,3305.0
"Minnesota, Pine","29,198",13965,6750.0,6845.0
"Minnesota, Pipestone","9,397",4646,1725.0,2826.0
"Minnesota, Polk","31,511",14693,6773.0,7615.0
"Minnesota, Pope","10,890",6246,2981.0,3142.0
"Minnesota, Ramsey","521,009",278822,184938.0,86800.0
"Minnesota, Red Lake","4,060",1975,928.0,978.0
"Minnesota, Redwood","15,820",7790,3008.0,4570.0
"Minnesota, Renville","15,283",7710,3394.0,4149.0
"Minnesota, Rice","64,438",32267,17054.0,14384.0
"Minnesota, Rock","9,481",4846,1946.0,2810.0
"Minnesota, Roseau","15,512",7352,2772.0,4409.0
"Minnesota, Scott","135,114",71647,29712.0,40323.0
"Minnesota, Sherburne","89,461",46509,17597.0,27848.0
"Minnesota, Sibley","15,080",7815,2916.0,4693.0
"Minnesota, Stearns","151,891",78477,33551.0,43015.0
"Minnesota, Steele","36,311",19124,8706.0,9903.0
"Minnesota, Stevens","9,733",5652,2742.0,2766.0
"Minnesota, Swift","9,632",5119,2751.0,2248.0
"Minnesota, Todd","24,653",11803,4819.0,6719.0
"Minnesota, Traverse","3,404",1847,943.0,861.0
"Minnesota, Wabasha","21,542",11763,5415.0,6049.0
"Minnesota, Wadena","13,607",6791,2492.0,4143.0
"Minnesota, Waseca","19,176",9747,4370.0,5116.0
"Minnesota, Washington","243,682",142133,70203.0,69137.0
"Minnesota, Watonwan","11,115",5144,2494.0,2517.0
"Minnesota, Wilkin","6,592",3222,1258.0,1884.0
"Minnesota, Winona","51,343",27232,14980.0,11480.0
"Minnesota, Wright","127,249",67816,25741.0,40466.0
"Minnesota, Yellow Medicine","10,153",5414,2465.0,2806.0
