Location,2012,total_votes,2012_democrat_votes,2012_republican_votes
"North Carolina, Caswell","23,042",11039,5348.0,5594.0
"North Carolina, Catawba","154,693",69601,24069.0,44538.0
"North Carolina, Chatham","64,527",35434,18361.0,16665.0
"North Carolina, Cherokee","27,034",12867,3378.0,9278.0
"North Carolina, Chowan","14,695",7505,3556.0,3891.0
"North Carolina, Clay","10,654",5642,1579.0,3973.0
"North Carolina, Cleveland","97,317",43340,17062.0,25793.0
"North Carolina, Columbus","57,534",24243,11050.0,12941.0
"North Carolina, Craven","105,319",46170,18763.0,26928.0
"North Carolina, Cumberland","329,985",127641,75792.0,50666.0
"North Carolina, Currituck","24,025",11304,3562.0,7496.0
"North Carolina, Dare","34,383",17974,7393.0,10248.0
"North Carolina, Davidson","163,040",70935,20624.0,49383.0
"North Carolina, Davie","41,281",20670,5735.0,14687.0
"North Carolina, Duplin","59,449",20592,9033.0,11416.0
"North Carolina, Durham","282,659",146735,111224.0,33769.0
"North Carolina, Edgecombe","55,675",26972,18310.0,8546.0
"North Carolina, Forsyth","357,598",174069,92323.0,79768.0
"North Carolina, Franklin","61,405",28389,13436.0,14603.0
"North Carolina, Gaston","207,903",90483,33171.0,56138.0
"North Carolina, Gates","11,890",5396,2786.0,2564.0
"North Carolina, Graham","8,707",3947,1119.0,2750.0
"North Carolina, Granville","57,557",26275,13598.0,12405.0
"North Carolina, Greene","21,191",8236,3778.0,4411.0
"North Carolina, Guilford","500,514",253852,146365.0,104789.0
"North Carolina, Halifax","53,732",26079,17176.0,8763.0
"North Carolina, Harnett","122,204",43415,17331.0,25565.0
"North Carolina, Haywood","58,640",27974,11833.0,15633.0
"North Carolina, Henderson","107,768",52392,18642.0,32994.0
"North Carolina, Hertford","24,600",10918,7843.0,3007.0
"North Carolina, Hoke","50,483",17089,10076.0,6819.0
"North Carolina, Hyde","5,689",2383,1163.0,1193.0
"North Carolina, Iredell","162,670",76365,26076.0,49299.0
"North Carolina, Jackson","40,636",16701,8095.0,8254.0
"North Carolina, Johnston","174,383",76691,27290.0,48427.0
"North Carolina, Jones","10,071",5230,2352.0,2837.0
"North Carolina, Lee","59,240",24239,10801.0,13158.0
"North Carolina, Lenoir","59,114",28086,13948.0,13980.0
"North Carolina, Lincoln","78,729",36775,11024.0,25267.0
"North Carolina, McDowell","44,999",18099,6031.0,11775.0
"North Carolina, Macon","33,806",16861,5712.0,10835.0
"North Carolina, Madison","20,882",10113,4484.0,5404.0
"North Carolina, Martin","23,845",12652,6583.0,5995.0
"North Carolina, Mecklenburg","967,063",448900,272262.0,171668.0
"North Carolina, Mitchell","15,330",7765,1838.0,5806.0
"North Carolina, Montgomery","27,522",11231,4706.0,6404.0
"North Carolina, Moore","90,191",46415,16505.0,29495.0
"North Carolina, Nash","95,187",48492,24313.0,23842.0
"North Carolina, New Hanover","209,045",103628,48668.0,53385.0
"North Carolina, Northampton","21,285",10756,7232.0,3483.0
"North Carolina, Onslow","190,678",51435,18490.0,32243.0
"North Carolina, Orange","137,817",76757,53901.0,21539.0
"North Carolina, Pamlico","13,019",6762,2647.0,4051.0
"North Carolina, Pasquotank","40,378",18107,10282.0,7633.0
"North Carolina, Pender","53,714",24527,9632.0,14617.0
"North Carolina, Perquimans","13,587",6652,2759.0,3822.0
"North Carolina, Person","39,175",19106,8418.0,10496.0
"North Carolina, Pitt","172,980",78856,41843.0,36214.0
"North Carolina, Polk","20,249",10389,4013.0,6236.0
"North Carolina, Randolph","142,270",60715,14773.0,45160.0
"North Carolina, Richmond","46,359",19417,9904.0,9332.0
"North Carolina, Robeson","135,462",42946,24988.0,17510.0
"North Carolina, Rockingham","92,691",42020,16351.0,25227.0
"North Carolina, Rowan","137,511",62312,22650.0,38775.0
"North Carolina, Rutherford","67,215",28702,9374.0,18954.0
"North Carolina, Sampson","63,708",26174,11566.0,14422.0
"North Carolina, Scotland","36,093",14156,8215.0,5831.0
"North Carolina, Stanly","60,462",28717,8431.0,19904.0
"North Carolina, Stokes","46,731",21619,6018.0,15237.0
"North Carolina, Surry","73,295",29470,9112.0,19923.0
"North Carolina, Swain","14,053",5728,2618.0,2976.0
"North Carolina, Transylvania","32,835",16763,6826.0,9634.0
"North Carolina, Tyrrell","4,122",1783,837.0,930.0
"North Carolina, Union","208,069",94728,32473.0,61107.0
"North Carolina, Vance","45,093",20854,13323.0,7429.0
"North Carolina, Wake","952,060",486427,267262.0,211596.0
"North Carolina, Warren","20,764",10162,6978.0,3140.0
"North Carolina, Washington","12,662",6499,3833.0,2622.0
"North Carolina, Watauga","52,062",27674,13002.0,13861.0
"North Carolina, Wayne","124,559",51352,23314.0,27641.0
"North Carolina, Wilkes","68,906",29145,8148.0,20515.0
"North Carolina, Wilson","81,396",39109,20875.0,17954.0
"North Carolina, Yadkin","38,144",16813,3957.0,12578.0
"North Carolina, Yancey","17,624",9451,3981.0,5278.0
"North Dakota, Adams","2,333",1286,328.0,918.0
"North Dakota, Barnes","11,006",5522,2394.0,2964.0
"North Dakota, Benson","6,771",2157,1235.0,868.0
"North Dakota, Billings",919,578,89.0,472.0
"North Dakota, Bottineau",,3555,1183.0,2280.0
"North Dakota, Bowman","3,211",1737,414.0,1280.0
"North Dakota, Burke","2,182",1023,230.0,769.0
"North Dakota, Burleigh","85,748",43387,14122.0,27951.0
"North Dakota, Cass","157,416",73855,34712.0,36855.0
"North Dakota, Cavalier","3,923",2069,818.0,1195.0
"North Dakota, Dickey","5,220",2535,853.0,1610.0
"North Dakota, Divide","2,248",1162,385.0,733.0
"North Dakota, Dunn","3,958",2034,508.0,1506.0
"North Dakota, Eddy","2,350",1157,486.0,634.0
"North Dakota, Emmons","3,470",1884,383.0,1435.0
"North Dakota, Foster","3,380",1682,607.0,1030.0
"North Dakota, Golden Valley","1,806",928,162.0,742.0
"North Dakota, Grand Forks","67,582",30029,14032.0,15060.0
"North Dakota, Grant","2,350",1413,334.0,1025.0
"North Dakota, Griggs","2,345",1343,536.0,771.0
"North Dakota, Hettinger","2,542",1362,313.0,1000.0
"North Dakota, Kidder","2,447",1328,393.0,870.0
"North Dakota, LaMoure","4,085",2194,740.0,1377.0
"North Dakota, Logan","1,941",1073,232.0,810.0
"North Dakota, McHenry","5,800",2712,943.0,1678.0
"North Dakota, McIntosh","2,750",1530,459.0,1035.0
"North Dakota, McKenzie","7,978",3451,927.0,2458.0
"North Dakota, McLean","9,385",4938,1670.0,3141.0
"North Dakota, Mercer","8,475",4455,1166.0,3152.0
"North Dakota, Morton","28,083",13613,4469.0,8680.0
"North Dakota, Mountrail","8,739",3457,1403.0,1962.0
"North Dakota, Nelson","3,055",1678,767.0,865.0
"North Dakota, Oliver","1,848",1013,281.0,693.0
"North Dakota, Pembina","7,220",3255,1253.0,1899.0
"North Dakota, Pierce","4,446",2178,660.0,1465.0
"North Dakota, Ramsey","11,584",4999,2164.0,2665.0
"North Dakota, Ransom","5,470",2425,1343.0,1009.0
"North Dakota, Renville","2,556",1278,398.0,851.0
"North Dakota, Richland","16,224",7613,3198.0,4229.0
"North Dakota, Rolette","14,403",4552,3353.0,1092.0
"North Dakota, Sargent","3,893",2007,1075.0,879.0
"North Dakota, Sheridan","1,284",822,163.0,642.0
"North Dakota, Sioux","4,328",1144,900.0,225.0
"North Dakota, Slope",766,437,83.0,341.0
"North Dakota, Stark","26,901",11633,2812.0,8521.0
"North Dakota, Steele","1,952",1042,518.0,498.0
"North Dakota, Stutsman","20,978",9558,3585.0,5685.0
"North Dakota, Towner","2,292",1182,516.0,623.0
"North Dakota, Traill","8,070",3921,1811.0,1996.0
"North Dakota, Walsh","11,024",5096,2124.0,2813.0
"North Dakota, Ward","64,863",25463,8441.0,16230.0
"North Dakota, Wells","4,235",2379,673.0,1654.0
"North Dakota, Williams","26,735",9808,2322.0,7184.0
"Ohio, Adams","28,293",11089,3976.0,6865.0
"Ohio, Allen","105,244",48235,17913.0,29502.0
"Ohio, Ashland","53,239",24330,8281.0,15519.0
"Ohio, Ashtabula","100,252",43064,23803.0,18298.0
"Ohio, Athens","64,610",27638,18307.0,8543.0
"Ohio, Auglaize","45,770",23405,5831.0,17169.0
"Ohio, Belmont","69,709",31564,14156.0,16758.0
"Ohio, Brown","44,281",19392,7107.0,11916.0
"Ohio, Butler","370,550",170191,62388.0,105176.0
"Ohio, Carroll","28,538",13262,5543.0,7315.0
"Ohio, Champaign","39,573",18421,7044.0,11045.0
"Ohio, Clark","137,171",64144,31298.0,31816.0
"Ohio, Clermont","199,487",96273,30458.0,64208.0
"Ohio, Clinton","41,819",18144,5791.0,12009.0
"Ohio, Columbiana","106,620",46051,19821.0,25251.0
"Ohio, Coshocton","36,823",15739,6940.0,8390.0
"Ohio, Crawford","42,776",19803,7507.0,11852.0
"Ohio, Cuyahoga","1,266,106",644281,447232.0,190651.0
"Ohio, Darke","52,515",25401,6826.0,18108.0
"Ohio, Defiance","38,827",18288,7732.0,10176.0
"Ohio, Delaware","181,127",98761,37292.0,60194.0
"Ohio, Erie","76,428",39405,21793.0,16952.0
"Ohio, Fairfield","147,301",72068,29890.0,41034.0
"Ohio, Fayette","28,767",11020,4249.0,6620.0
"Ohio, Franklin","1,199,045",570983,346336.0,215987.0
"Ohio, Fulton","42,330",21268,9073.0,11738.0
"Ohio, Gallia","30,886",12595,4557.0,7750.0
"Ohio, Geauga","93,771",50997,19659.0,30589.0
"Ohio, Greene","164,335",83490,32256.0,49819.0
"Ohio, Guernsey","39,876",16814,7450.0,8993.0
"Ohio, Hamilton","802,409",418894,219927.0,193326.0
"Ohio, Hancock","75,459",35694,12564.0,22443.0
"Ohio, Hardin","31,632",12449,4619.0,7489.0
"Ohio, Harrison","15,684",7141,2950.0,4019.0
"Ohio, Henry","27,824",14236,5658.0,8257.0
"Ohio, Highland","42,964",17839,6049.0,11410.0
"Ohio, Hocking","29,304",12728,6157.0,6285.0
"Ohio, Holmes","43,128",11536,2608.0,8702.0
"Ohio, Huron","59,204",24663,11006.0,13060.0
"Ohio, Jackson","32,869",13381,5166.0,7904.0
"Ohio, Jefferson","68,538",33069,15385.0,17034.0
"Ohio, Knox","60,764",28388,10470.0,17266.0
"Ohio, Lake","229,564",118404,57680.0,58744.0
"Ohio, Lawrence","62,146",25833,10744.0,14651.0
"Ohio, Licking","167,589",81390,34201.0,45503.0
"Ohio, Logan","45,410",21137,7062.0,13633.0
"Ohio, Lorain","301,712",143253,81464.0,59405.0
"Ohio, Lucas","436,753",210218,136616.0,69940.0
"Ohio, Madison","42,991",17517,6845.0,10342.0
"Ohio, Mahoning","235,702",121310,77059.0,42641.0
"Ohio, Marion","66,277",27352,12504.0,14265.0
"Ohio, Medina","173,623",90783,38785.0,50418.0
"Ohio, Meigs","23,572",10218,4027.0,5895.0
"Ohio, Mercer","40,705",21661,4745.0,16561.0
"Ohio, Miami","102,934",51936,16383.0,34606.0
"Ohio, Monroe","14,502",6782,3035.0,3548.0
"Ohio, Montgomery","534,334",266278,137139.0,124841.0
"Ohio, Morgan","14,930",6129,2814.0,3179.0
"Ohio, Morrow","34,834",16184,5933.0,9865.0
"Ohio, Muskingum","85,794",37085,17001.0,19264.0
"Ohio, Noble","14,677",5872,2131.0,3563.0
"Ohio, Ottawa","41,242",22456,11503.0,10538.0
"Ohio, Paulding","19,248",9128,3538.0,5354.0
"Ohio, Perry","35,984",14984,7033.0,7627.0
"Ohio, Pickaway","56,237",24123,9684.0,14037.0
"Ohio, Pike","28,371",11581,5684.0,5685.0
"Ohio, Portage","161,383",76239,39453.0,35242.0
"Ohio, Preble","41,812",20169,6211.0,13535.0
"Ohio, Putnam","34,207",18372,4318.0,13721.0
"Ohio, Richland","122,633",57715,22687.0,33867.0
"Ohio, Ross","77,341",30083,14569.0,15008.0
"Ohio, Sandusky","60,467",28994,14541.0,13755.0
"Ohio, Scioto","78,783",31161,15077.0,15492.0
"Ohio, Seneca","56,106",25262,11353.0,13243.0
"Ohio, Shelby","49,159",23866,6343.0,17142.0
"Ohio, Stark","374,891",181477,89432.0,88581.0
"Ohio, Summit","540,726",267711,153037.0,111000.0
"Ohio, Trumbull","207,191",101719,61672.0,38279.0
"Ohio, Tuscarawas","92,413",41613,18407.0,22242.0
"Ohio, Union","52,796",25567,8805.0,16289.0
"Ohio, Van Wert","28,636",13866,4029.0,9585.0
"Ohio, Vinton","13,221",5467,2436.0,2856.0
"Ohio, Warren","217,212",111004,32909.0,76561.0
"Ohio, Washington","61,447",29499,11651.0,17284.0
"Ohio, Wayne","115,029",51064,19808.0,30251.0
"Ohio, Williams","37,521",17706,7266.0,10047.0
"Ohio, Wood","128,425",63948,32802.0,29704.0
"Ohio, Wyandot","22,545",10572,4137.0,6180.0
"Oklahoma, Adair","22,468",6508,2127.0,4381.0
"Oklahoma, Alfalfa","5,668",2083,322.0,1761.0
"Oklahoma, Atoka","14,030",4781,1243.0,3538.0
"Oklahoma, Beaver","5,590",2306,244.0,2062.0
"Oklahoma, Beckham","23,070",6925,1417.0,5508.0
"Oklahoma, Blaine","9,806",3816,992.0,2824.0
"Oklahoma, Bryan","43,453",13201,3681.0,9520.0
"Oklahoma, Caddo","29,728",8851,3164.0,5687.0
"Oklahoma, Canadian","122,500",46162,10537.0,35625.0
"Oklahoma, Carter","48,023",17122,4908.0,12214.0
"Oklahoma, Cherokee","47,989",14306,6144.0,8162.0
"Oklahoma, Choctaw","15,177",5066,1494.0,3572.0
"Oklahoma, Cimarron","2,398",1197,115.0,1082.0
"Oklahoma, Cleveland","266,150",93887,34771.0,59116.0
"Oklahoma, Coal","5,902",2359,649.0,1710.0
"Oklahoma, Comanche","126,536",30185,12521.0,17664.0
"Oklahoma, Cotton","6,160",2453,657.0,1796.0
"Oklahoma, Craig","14,763",5306,1747.0,3559.0
"Oklahoma, Creek","70,760",26114,7128.0,18986.0
"Oklahoma, Custer","28,590",9805,2359.0,7446.0
"Oklahoma, Delaware","41,716",14276,4196.0,10080.0
"Oklahoma, Dewey","4,817",2093,301.0,1792.0
"Oklahoma, Ellis","4,080",1801,226.0,1575.0
"Oklahoma, Garfield","61,399",19910,4733.0,15177.0
"Oklahoma, Garvin","27,345",9484,2559.0,6925.0
"Oklahoma, Grady","53,026",19619,4786.0,14833.0
"Oklahoma, Grant","4,534",2068,393.0,1675.0
"Oklahoma, Greer","6,055",1832,488.0,1344.0
"Oklahoma, Harmon","2,914",923,264.0,659.0
"Oklahoma, Harper","3,711",1434,173.0,1261.0
"Oklahoma, Haskell","12,820",4244,1175.0,3069.0
"Oklahoma, Hughes","13,661",4208,1370.0,2838.0
"Oklahoma, Jackson","26,226",7919,1954.0,5965.0
"Oklahoma, Jefferson","6,341",2239,605.0,1634.0
"Oklahoma, Johnston","10,967",3786,1137.0,2649.0
"Oklahoma, Kay","45,684",16126,4627.0,11499.0
"Oklahoma, Kingfisher","15,022",5768,898.0,4870.0
"Oklahoma, Kiowa","9,360",3422,1106.0,2316.0
"Oklahoma, Latimer","11,009",3798,1170.0,2628.0
"Oklahoma, Le Flore","50,343",15839,4662.0,11177.0
"Oklahoma, Lincoln","34,156",12826,3273.0,9553.0
"Oklahoma, Logan","43,042",17038,4724.0,12314.0
"Oklahoma, Love","9,572",3470,1034.0,2436.0
"Oklahoma, McClain","35,580",14306,3194.0,11112.0
"Oklahoma, McCurtain","33,345",10075,2440.0,7635.0
"Oklahoma, McIntosh","20,197",7288,2779.0,4509.0
"Oklahoma, Major","7,700",3146,446.0,2700.0
"Oklahoma, Marshall","16,020",5140,1396.0,3744.0
"Oklahoma, Mayes","41,151",14460,4823.0,9637.0
"Oklahoma, Murray","13,620",5146,1540.0,3606.0
"Oklahoma, Muskogee","70,529",23356,9952.0,13404.0
"Oklahoma, Noble","11,531",4631,1143.0,3488.0
"Oklahoma, Nowata","10,610",4076,1244.0,2832.0
"Oklahoma, Okfuskee","12,335",3591,1256.0,2335.0
"Oklahoma, Oklahoma","743,403",256710,106982.0,149728.0
"Oklahoma, Okmulgee","39,551",13163,5432.0,7731.0
"Oklahoma, Osage","47,460",17946,6704.0,11242.0
"Oklahoma, Ottawa","32,181",9975,3509.0,6466.0
"Oklahoma, Pawnee","16,447",6045,1813.0,4232.0
"Oklahoma, Payne","78,725",25679,9198.0,16481.0
"Oklahoma, Pittsburg","45,544",15672,4831.0,10841.0
"Oklahoma, Pontotoc","38,060",12892,3947.0,8945.0
"Oklahoma, Pottawatomie","70,512",23438,7188.0,16250.0
"Oklahoma, Pushmataha","11,252",4130,1043.0,3087.0
"Oklahoma, Roger Mills","3,767",1674,272.0,1402.0
"Oklahoma, Rogers","88,101",36701,9148.0,27553.0
"Oklahoma, Seminole","25,384",7456,2600.0,4856.0
"Oklahoma, Sequoyah","42,050",13771,4193.0,9578.0
"Oklahoma, Stephens","44,881",16847,3939.0,12908.0
"Oklahoma, Texas","21,594",5792,862.0,4930.0
"Oklahoma, Tillman","7,828",2721,906.0,1815.0
"Oklahoma, Tulsa","615,181",227806,82744.0,145062.0
"Oklahoma, Wagoner","74,984",28691,7791.0,20900.0
"Oklahoma, Washington","51,627",21200,5532.0,15668.0
"Oklahoma, Washita","11,582",4316,822.0,3494.0
"Oklahoma, Woods","8,851",3398,671.0,2727.0
"Oklahoma, Woodward","20,670",7078,1133.0,5945.0
"Oregon, Baker","15,993",8448,2369.0,5702.0
"Oregon, Benton","86,678",44802,27776.0,14991.0
"Oregon, Clackamas","383,074",189332,95493.0,88592.0
"Oregon, Clatsop","37,415",17818,9861.0,7249.0
"Oregon, Columbia","49,214",23875,12004.0,10772.0
"Oregon, Coos","62,676",28686,12845.0,14673.0
"Oregon, Crook","20,607",10230,3104.0,6790.0
"Oregon, Curry","22,257",11678,4625.0,6598.0
"Oregon, Deschutes","161,359",81900,36961.0,42463.0
"Oregon, Douglas","106,922",49803,17145.0,30776.0
"Oregon, Gilliam","1,952",1061,371.0,639.0
"Oregon, Grant","7,325",3911,853.0,2926.0
"Oregon, Harney","7,247",3583,832.0,2607.0
"Oregon, Hood River","22,548",9838,6058.0,3429.0
"Oregon, Jackson","205,852",97127,44468.0,49020.0
"Oregon, Jefferson","21,834",8175,3301.0,4642.0
"Oregon, Josephine","82,755",40238,14953.0,23673.0
"Oregon, Klamath","65,909",28152,8302.0,18898.0
"Oregon, Lake","7,786",3710,770.0,2808.0
"Oregon, Lane","355,075",171850,102652.0,62509.0
"Oregon, Lincoln","46,164",22984,13401.0,8686.0
"Oregon, Linn","118,273",51426,20378.0,28944.0
"Oregon, Malheur","30,751",9956,2759.0,6851.0
"Oregon, Marion","319,867",120376,56376.0,60190.0
"Oregon, Morrow","11,224",3882,1202.0,2532.0
"Oregon, Multnomah","760,198",364722,274887.0,75302.0
"Oregon, Polk","76,209",35257,16292.0,17819.0
"Oregon, Sherman","1,745",1026,319.0,678.0
"Oregon, Tillamook","25,287",12519,6293.0,5684.0
"Oregon, Umatilla","77,005",24969,8584.0,15499.0
"Oregon, Union","25,802",12070,3973.0,7636.0
"Oregon, Wallowa","6,801",4205,1253.0,2804.0
"Oregon, Wasco","25,370",10873,5211.0,5229.0
"Oregon, Washington","548,524",237023,135291.0,93974.0
"Oregon, Wheeler","1,409",858,266.0,545.0
"Oregon, Yamhill","99,894",42907,19260.0,22045.0
"Pennsylvania, Adams","101,254",42457,15091.0,26767.0
"Pennsylvania, Allegheny","1,230,911",622081,352687.0,262039.0
"Pennsylvania, Armstrong","68,176",29602,9045.0,20142.0
"Pennsylvania, Beaver","170,056",80474,37055.0,42344.0
"Pennsylvania, Bedford","49,592",21697,4788.0,16702.0
"Pennsylvania, Berks","413,518",170320,83011.0,84702.0
"Pennsylvania, Blair","126,544",50241,16276.0,33319.0
"Pennsylvania, Bradford","63,000",23426,8624.0,14410.0
"Pennsylvania, Bucks","625,346",321016,160521.0,156579.0
"Pennsylvania, Butler","184,929",89445,28550.0,59761.0
"Pennsylvania, Cambria","141,536",60526,24249.0,35163.0
"Pennsylvania, Cameron","4,974",2111,724.0,1359.0
"Pennsylvania, Carbon","64,800",25581,11580.0,13504.0
"Pennsylvania, Centre","155,826",69626,34176.0,34001.0
"Pennsylvania, Chester","506,089",251973,124311.0,124840.0
"Pennsylvania, Clarion","39,461",16186,5056.0,10828.0
"Pennsylvania, Clearfield","81,401",31967,11121.0,20347.0
"Pennsylvania, Clinton","39,734",13265,5734.0,7303.0
"Pennsylvania, Columbia","67,039",25623,10937.0,14236.0
"Pennsylvania, Crawford","87,730",35388,13883.0,20901.0
"Pennsylvania, Cumberland","239,244",110814,44367.0,64809.0
"Pennsylvania, Dauphin","270,005",124008,64965.0,57450.0
"Pennsylvania, Delaware","560,761",285564,171792.0,110853.0
"Pennsylvania, Elk","31,618",13238,5463.0,7579.0
"Pennsylvania, Erie","281,532",118619,68036.0,49025.0
"Pennsylvania, Fayette","135,288",48505,21971.0,26018.0
"Pennsylvania, Forest","7,591",2312,896.0,1383.0
"Pennsylvania, Franklin","151,482",63078,18995.0,43260.0
"Pennsylvania, Fulton","14,702",6195,1310.0,4814.0
"Pennsylvania, Greene","38,026",14464,5852.0,8428.0
"Pennsylvania, Huntingdon","45,938",17639,5409.0,11979.0
"Pennsylvania, Indiana","88,216",36321,14473.0,21257.0
"Pennsylvania, Jefferson","44,806",18097,4787.0,13048.0
"Pennsylvania, Juniata","24,613",9535,2547.0,6862.0
"Pennsylvania, Lackawanna","214,176",98015,61838.0,35085.0
"Pennsylvania, Lancaster","526,878",222436,88481.0,130669.0
"Pennsylvania, Lawrence","89,883",39036,17513.0,21047.0
"Pennsylvania, Lebanon","135,545",56580,19900.0,35872.0
"Pennsylvania, Lehigh","354,759",147002,78283.0,66874.0
"Pennsylvania, Luzerne","321,147",124439,64307.0,58325.0
"Pennsylvania, Lycoming","117,222",46493,15203.0,30658.0
"Pennsylvania, McKean","43,145",15108,5297.0,9545.0
"Pennsylvania, Mercer","115,637",50863,24232.0,25925.0
"Pennsylvania, Mifflin","46,754",16371,4273.0,11939.0
"Pennsylvania, Monroe","168,628",62917,35221.0,26867.0
"Pennsylvania, Montgomery","808,672",412200,233356.0,174381.0
"Pennsylvania, Montour","18,433",7831,3053.0,4652.0
"Pennsylvania, Northampton","299,022",130735,67606.0,61446.0
"Pennsylvania, Northumberland","94,410",33212,13072.0,19518.0
"Pennsylvania, Perry","45,808",19128,5685.0,13120.0
"Pennsylvania, Philadelphia","1,551,824",690327,588806.0,96467.0
"Pennsylvania, Pike","56,281",23279,10210.0,12786.0
"Pennsylvania, Potter","17,562",7242,1897.0,5231.0
"Pennsylvania, Schuylkill","147,125",57727,24546.0,32278.0
"Pennsylvania, Snyder","39,882",15002,4687.0,10073.0
"Pennsylvania, Somerset","77,012",33942,9436.0,23984.0
"Pennsylvania, Sullivan","6,404",2949,1034.0,1868.0
"Pennsylvania, Susquehanna","42,925",18044,6935.0,10800.0
"Pennsylvania, Tioga","42,451",17004,5357.0,11342.0
"Pennsylvania, Union","45,162",16268,6109.0,9896.0
"Pennsylvania, Venango","54,188",22167,7945.0,13815.0
"Pennsylvania, Warren","41,261",17299,6995.0,10010.0
"Pennsylvania, Washington","208,296",94750,40345.0,53230.0
"Pennsylvania, Wayne","52,254",21607,8396.0,12896.0
"Pennsylvania, Westmoreland","362,787",169572,63722.0,103932.0
"Pennsylvania, Wyoming","28,381",11872,5061.0,6587.0
"Pennsylvania, York","437,466",189229,73191.0,113304.0
"Rhode Island, Bristol","49,268",24676,14974.0,9231.0
"Rhode Island, Kent","164,627",78923,45564.0,31567.0
"Rhode Island, Newport","83,206",39452,23463.0,15202.0
"Rhode Island, Providence","631,229",239789,159520.0,75785.0
"Rhode Island, Washington","126,291",62879,35888.0,25366.0
"South Carolina, Abbeville","25,019",10671,4543.0,5981.0
"South Carolina, Aiken","162,922",70363,25322.0,44042.0
"South Carolina, Allendale","9,982",4163,3297.0,838.0
"South Carolina, Anderson","188,820",72212,22405.0,48709.0
"South Carolina, Bamberg","15,690",6882,4624.0,2194.0
"South Carolina, Barnwell","22,357",9923,5188.0,4659.0
"South Carolina, Beaufort","167,415",73297,29848.0,42687.0
"South Carolina, Berkeley","189,603",68195,28542.0,38475.0
"South Carolina, Calhoun","14,870",7834,4045.0,3707.0
"South Carolina, Charleston","364,628",161707,81487.0,77629.0
"South Carolina, Cherokee","55,822",20773,7231.0,13314.0
"South Carolina, Chester","32,703",14407,7891.0,6367.0
"South Carolina, Chesterfield","46,068",16594,7958.0,8490.0
"South Carolina, Clarendon","34,326",16292,9091.0,7071.0
"South Carolina, Colleton","38,105",17086,8475.0,8443.0
"South Carolina, Darlington","68,056",30150,15457.0,14434.0
"South Carolina, Dillon","31,530",13035,7523.0,5427.0
"South Carolina, Dorchester","142,608",56855,23445.0,32531.0
"South Carolina, Edgefield","26,559",11586,4967.0,6512.0
"South Carolina, Fairfield","23,405",11895,7777.0,3999.0
"South Carolina, Florence","137,985",58122,28614.0,28961.0
"South Carolina, Georgetown","60,232",30965,14163.0,16526.0
"South Carolina, Greenville","466,062",193189,68070.0,121685.0
"South Carolina, Greenwood","69,958",28672,11972.0,16348.0
"South Carolina, Hampton","20,737",9206,5834.0,3312.0
"South Carolina, Horry","281,286",112393,38885.0,72127.0
"South Carolina, Jasper","25,730",10021,5757.0,4169.0
"South Carolina, Kershaw","62,293",27946,11259.0,16324.0
"South Carolina, Lancaster","79,315",33144,13419.0,19333.0
"South Carolina, Laurens","66,214",25416,10318.0,14746.0
"South Carolina, Lee","18,632",8907,5977.0,2832.0
"South Carolina, Lexington","269,787",112623,34148.0,76662.0
"South Carolina, McCormick","9,921",5160,2653.0,2467.0
"South Carolina, Marion","32,408",14986,9688.0,5164.0
"South Carolina, Marlboro","28,259",9853,6100.0,3676.0
"South Carolina, Newberry","37,531",16351,6913.0,9260.0
"South Carolina, Oconee","74,551",30666,8550.0,21611.0
"South Carolina, Orangeburg","91,461",43041,30720.0,12022.0
"South Carolina, Pickens","119,807",45549,11156.0,33474.0
"South Carolina, Richland","393,029",159154,103989.0,53105.0
"South Carolina, Saluda","19,866",8564,3328.0,5135.0
"South Carolina, Spartanburg","288,176",109906,41461.0,66969.0
"South Carolina, Sumter","107,800",47309,27589.0,19274.0
"South Carolina, Union","28,206",12541,5796.0,6584.0
"South Carolina, Williamsburg","33,561",16304,11335.0,4824.0
"South Carolina, York","234,059",100210,39131.0,59546.0
"South Dakota, Aurora","2,762",1400,556.0,804.0
"South Dakota, Beadle","17,994",7263,2881.0,4230.0
"South Dakota, Bennett","3,450",1203,548.0,626.0
"South Dakota, Bon Homme","7,028",3074,1167.0,1830.0
"South Dakota, Brookings","32,768",12400,5827.0,6220.0
"South Dakota, Brown","37,569",16068,7250.0,8321.0
"South Dakota, Brule","5,293",2379,824.0,1499.0
"South Dakota, Buffalo","2,016",641,472.0,166.0
"South Dakota, Butte","10,217",4208,1002.0,3073.0
"South Dakota, Campbell","1,405",787,153.0,616.0
"South Dakota, Charles Mix","9,196",3764,1483.0,2230.0
"South Dakota, Clark","3,594",1821,713.0,1067.0
"South Dakota, Clay","14,064",5234,2955.0,2147.0
"South Dakota, Codington","27,626",11524,4588.0,6696.0
"South Dakota, Corson","4,069",1200,648.0,515.0
"South Dakota, Custer","8,315",4520,1335.0,3062.0
"South Dakota, Davison","19,952",7971,3042.0,4757.0
"South Dakota, Day","5,592",2873,1497.0,1320.0
"South Dakota, Deuel","4,375",2171,941.0,1175.0
"South Dakota, Dewey","5,534",1895,1207.0,663.0
"South Dakota, Douglas","2,948",1690,332.0,1334.0
"South Dakota, Edmunds","4,011",1936,622.0,1264.0
"South Dakota, Fall River","6,970",3516,1140.0,2258.0
"South Dakota, Faulk","2,355",1127,331.0,765.0
"South Dakota, Grant","7,398",3606,1493.0,2034.0
"South Dakota, Gregory","4,243",2151,599.0,1507.0
